userid,college,status
jcolquyte49,Hope College,denied
fstokermf,North Park University,denied
ahuriche4v,Illinois College,denied
akleinlererrh,Mount Holyoke College,denied
bcroughan34,Hendrix College,waitlisted
bsibbeg7,Stony Brook University,accepted
phammersley1w,Indiana University Bloomington,accepted
kdaubney3o,Moravian College,accepted
bkinnerleyr1,Kennesaw State University,deferred
abreedb4,Mercer University,pending
ldraceyav,Idaho State University,deferred
lsouthby3l,Nova Southeastern University,waitlisted
sbanaszczyk2h,Franklin & Marshall College,denied
pmedfordpf,Utah State University,deferred
rloftinf1,Drexel University,withdrawn
mnormavilleos,Mercer University,waitlisted
dabsonj9,Westmont College,withdrawn
goldcoteew,Stevenson University,accepted
llefeuvreq5,Princeton University,pending
jbaggedq,Stevenson University,pending
fibberson79,Missouri University of Science and Technology,withdrawn
crikkardr3,Kennesaw State University,withdrawn
ahallwellp6,Gettysburg College,denied
bkinnerleyr1,"California State University, East Bay",pending
lenzley31,Berry College,accepted
dduffreekr,Siena College,denied
dfrancesch2s,Gordon College,pending
okhristyukhin13,University of Alabama at Birmingham,accepted
gfigliovannil3,University of Alabama,denied
cgricelv,DePaul University,pending
cjouannotla,John Carroll University,accepted
jlurnerj5,DePaul University,waitlisted
ksimonettoaw,Hendrix College,deferred
lsutherelt,San Diego State University,withdrawn
soreaganku,Rice University,accepted
mlateyrj,Princeton University,deferred
flomiscz,SUNY College of Environmental Science and Forestry,pending
estorer6j,"University of Nevada, Las Vegas",denied
kcogginau,Suffolk University,pending
llindholm4g,University of Arizona,waitlisted
wbierton1t,Vassar College,accepted
dbloxamqp,University of Houston,waitlisted
cgricelv,Berry College,waitlisted
nkelloway9d,Mercer University,denied
cmarfe3a,Franklin & Marshall College,withdrawn
asapir7a,Rochester Institute of Technology,deferred
hgoodramlu,Barnard College,denied
kiglesiagr,Utah State University,accepted
hbrittonerbv,Indiana University Bloomington,deferred
slabastida1,University of Alabama at Birmingham,denied
csitlintonlt,Hendrix College,accepted
ltolworthie7w,Manhattan College,accepted
qpalfreyman9p,Kalamazoo College,waitlisted
jreadbl,Roger Williams University,deferred
pvanderbaaren4b,Missouri University of Science and Technology,denied
avanderbaaren3x,Utah State University,deferred
dduffreekr,Drexel University,denied
bamayaeb,University of San Diego,pending
aioselev7n,Centre College,pending
nlendremob,University of Delaware,waitlisted
mriddalldf,Rider University,deferred
lsealy5f,Drake University,waitlisted
piveagh3m,Centre College,denied
tetherson6s,Idaho State University,pending
dduddyg5,San Diego State University,accepted
doxmw,The College of St Scholastica,denied
goldcoteew,Stony Brook University,denied
rgreatexoj,Merrimack College,waitlisted
sstatter7k,Stony Brook University,accepted
bphayre2g,"University of California, Santa Barbara",deferred
fsachnoiw,University of Arizona,withdrawn
cfilpi8m,Northwestern University,accepted
tbreakwellh6,"California State University, East Bay",denied
imarquotfp,Drake University,deferred
etrunbyf,New Jersey Institute of Technology,withdrawn
tkiefer6c,University of Richmond,pending
lfateley48,Rochester Institute of Technology,denied
dfrancesch2s,San Diego State University,pending
bharfoot82,University of Massachusetts Amherst,withdrawn
rpreatore5,New York University,pending
ksadgrove8i,Fordham University,accepted
dneemet,New York University,withdrawn
pcatterallpx,Central Connecticut State University,deferred
gpeiroi0,Illinois College,accepted
cmackeeg2l,Carnegie Mellon University,accepted
dduddyg5,American University,withdrawn
kbresnergz,University of Massachusetts Amherst,pending
bsamwellb7,Roger Williams University,withdrawn
chowlerm3,University of Illinois at Chicago,accepted
rledinghameg,Drake University,waitlisted
scoramcq,Kennesaw State University,pending
dyessonfr,Utah State University,withdrawn
akerwickjv,Barnard College,pending
uhavikb8,University of Utah,pending
dyessonfr,University of Illinois at Chicago,accepted
hedes1j,School of the Art Institute of Chicago,pending
hgoodramlu,"University of Nevada, Las Vegas",denied
cbroxholmej1,Stevenson University,deferred
rbertouloumepl,Clarkson University,denied
dgallicom2,William Jewell College,withdrawn
cmosconkq,The College of Wooster,deferred
wglynnebs,University of Delaware,waitlisted
rledinghameg,Roger Williams University,pending
adingle57,Stony Brook University,denied
diczokvitzdy,Suffolk University,deferred
tgrissbu,San Diego State University,waitlisted
ftomlinson2f,University of Alabama,denied
nivanyushkinnr,Gannon University,withdrawn
adepinnahb,Missouri University of Science and Technology,waitlisted
cbruna90,The College of St Scholastica,withdrawn
kvarnalsl4,University of Illinois at Chicago,accepted
pfarensp0,"University of California, Santa Barbara",denied
apaskinsro,Northwestern University,deferred
scockeroi,Colgate University,accepted
gmarcome7r,Idaho State University,denied
rboothroyd39,University of Hartford,waitlisted
ldracksfordlg,Centre College,withdrawn
bmurgatroydmv,Utah State University,withdrawn
mderuelom,Eastern Washington University,denied
pbuckbee1k,University of Maine,withdrawn
wbierton1t,Wagner College,accepted
ttanslie7s,Salve Regina University,withdrawn
piveagh3m,Mercer University,accepted
kbraddick5p,"University of Nevada, Las Vegas",pending
vashbrookb5,Transylvania University,deferred
hsneppbx,Washington & Jefferson College,accepted
aleonardi9e,University of Arkansas,denied
jtayloems,New Jersey Institute of Technology,pending
kcookleygp,Fordham University,denied
dpitceathlygu,Massachusetts Institute of Technology,withdrawn
kstainlandnx,Mississippi State University,waitlisted
loguzi2,Indiana University Bloomington,denied
dabsonj9,The College of St Scholastica,deferred
pcochhf,University of Arkansas,accepted
ptroygq,Suffolk University,waitlisted
llazer76,"University of California, Davis",deferred
lkomorowskigm,North Park University,denied
gavesq8,"University of California, Davis",denied
lbagem,Salve Regina University,accepted
ckorthu,Texas Tech University,accepted
athistletondp,"California State University, East Bay",accepted
hedes1j,Texas Tech University,denied
htierney7u,DePauw University,withdrawn
bscrivener5w,University of Arizona,waitlisted
hhuner9,Texas Christian University,withdrawn
bgatchell6r,Northwestern University,deferred
bclearyeo,University of Utah,deferred
bwitardiz,The College of St Scholastica,accepted
adanelutti5b,Smith College,pending
wgonzaleska,Barnard College,withdrawn
mmaccaughen1z,Idaho State University,denied
aharrismithra,Idaho State University,waitlisted
pduns5y,University of Illinois at Chicago,accepted
mdyetip,University of Kentucky,deferred
rloftier2,Samford University,withdrawn
msherbourne10,University of Massachusetts Amherst,accepted
gpayley6q,University of San Diego,pending
dgladdis3w,Merrimack College,deferred
dmechemb1,Smith College,pending
bscrivener5w,Providence College,denied
kpenhallcx,Central Connecticut State University,deferred
bgunderson47,Manhattan College,deferred
gsidebothamcp,Campbell University,denied
alighti6,Massachusetts Institute of Technology,withdrawn
edatono9,Rochester Institute of Technology,deferred
itousey22,Nova Southeastern University,deferred
ryeendby,University of Alabama,accepted
cmosconkq,University of Kentucky,denied
sminguetkf,Franklin & Marshall College,withdrawn
mlorneff,Merrimack College,deferred
scockeroi,Campbell University,deferred
mmcgaughayck,University of Hartford,waitlisted
igeockleqw,Suffolk University,deferred
ebilesd3,Stevenson University,accepted
varrelldh,John Carroll University,accepted
ccroyserio,The College of Wooster,accepted
ljanjusevico8,Massachusetts Institute of Technology,deferred
iwaytew,Transylvania University,deferred
rjarrete9,North Park University,deferred
dshrawley72,Drexel University,pending
mspringthorp74,"University of California, Santa Barbara",waitlisted
hcorbetfn,Manhattan College,withdrawn
rcroney20,Salve Regina University,accepted
lcarlesso1g,Eastern Washington University,accepted
mmulberry6m,Clarkson University,deferred
ohrinchishine6,Kennesaw State University,waitlisted
pindgsjh,Colorado College,waitlisted
jschneidar3z,"California State University, Monterey Bay",deferred
fdillestonmg,Siena College,waitlisted
cdymottak,University of Maine,waitlisted
zroelofsenkd,SUNY College of Environmental Science and Forestry,withdrawn
mduvalqv,John Carroll University,denied
nmish7p,Rice University,accepted
fgateleyc9,Fordham University,denied
lavramowmn,Salve Regina University,withdrawn
mvossejb,Eastern Washington University,denied
gpeiroi0,University of Hartford,accepted
jkarpfr4,Central Connecticut State University,waitlisted
cminihanpi,University of San Diego,deferred
bpedrielli6n,University of Utah,accepted
rfarryanl6,Saint Louis University,accepted
iosbornep,Temple University,waitlisted
bsibbeg7,Westmont College,pending
abesseq,DePaul University,waitlisted
eivanikov2q,Illinois College,waitlisted
gfigliovannil3,Indiana University Bloomington,deferred
aleonardi9e,Gannon University,waitlisted
pphython1e,New Jersey Institute of Technology,waitlisted
mdewolfeab,Northwestern University,accepted
gpayley6q,Transylvania University,waitlisted
lhollowsd2,Washington & Jefferson College,pending
tbrandinqt,Westmont College,deferred
piveagh3m,"University of California, Santa Cruz",denied
iosbornep,"University of California, Davis",deferred
msharpousee,Moravian College,pending
jstocks1c,The College of St Scholastica,accepted
aemmattnw,University of Utah,deferred
mhammerberger2,Samford University,pending
lower9a,Illinois College,denied
ebulgen94,Florida Gulf Coast University,waitlisted
lmcilhatton9z,Franklin & Marshall College,pending
rdriverj0,University of Houston,deferred
mroseborougho4,Samford University,withdrawn
agoshawke0,Clarkson University,pending
lallot3,The College of St Scholastica,deferred
rcroney20,American University,waitlisted
llefeuvreq5,DePauw University,accepted
gmogenotoz,Princeton University,withdrawn
pgotch3v,Salve Regina University,accepted
tnewcomelp,Hendrix College,pending
dhindenbergerq,Indiana University Bloomington,accepted
crichenspq,University of Arkansas,waitlisted
mnansom5v,Nova Southeastern University,withdrawn
vtruran8p,The College of St Scholastica,withdrawn
eplowelldd,University of Hartford,denied
nmeir8a,"University of California, Davis",pending
afilippovn6,Utah State University,waitlisted
mrenakly,William Jewell College,denied
drawdalesr8,Rider University,deferred
ktudgay8v,"California State University, Monterey Bay",deferred
gireson5d,Eastern Washington University,accepted
bkoppked1,Clarkson University,denied
lmckernonrq,University of Illinois at Chicago,withdrawn
bantonowicz85,Fordham University,deferred
afranktonb3,Samford University,waitlisted
mmonaghan8,Gordon College,withdrawn
ahadigatejg,University of Central Florida,pending
chowlerm3,New York University,waitlisted
cdumbell68,Texas Tech University,accepted
geady2c,Rider University,withdrawn
rgeater91,Hope College,withdrawn
mkenricka0,Centre College,accepted
mprimett25,Williams College,denied
bbute3u,Fordham University,waitlisted
lfoadgs,Eastern Illinois University,accepted
jcluelowft,Rochester Institute of Technology,denied
bfettiplacekl,Samford University,withdrawn
atilne1q,University of Arkansas,deferred
zlattinqd,University of Central Florida,pending
egonthardjx,New York University,waitlisted
lantognellimb,University of Alabama,withdrawn
awaddamsl7,DePauw University,withdrawn
smcgoldrick81,Florida Gulf Coast University,accepted
amorsonmr,Fordham University,deferred
lmarchant63,Hope College,waitlisted
tattwaterqq,The College of Wooster,denied
dgimenezje,Siena College,accepted
kstainlandnx,Clarkson University,pending
bhopferev,Centre College,withdrawn
bfettiplacekl,University of Delaware,deferred
dpitceathlygu,Idaho State University,withdrawn
scasalettoal,New York University,denied
acarpenter8n,Princeton University,waitlisted
bocheltree36,University of Maine,accepted
jcheavinlo,School of the Art Institute of Chicago,accepted
diczokvitzdy,Illinois College,denied
kcotter2z,Temple University,accepted
llugton5g,New York University,withdrawn
ktudgay8v,Texas Christian University,waitlisted
dshilvock9v,Manhattan College,accepted
rarnor7,"University of California, Santa Cruz",waitlisted
tgonsaloif,Centre College,waitlisted
pridsdoleh1,Moravian College,accepted
aleonardi9e,Kalamazoo College,withdrawn
ryeendby,Stony Brook University,deferred
tmeadwayd8,Gordon College,pending
rledinghameg,Transylvania University,waitlisted
rdrevermy,"California State University, East Bay",denied
dbloxamqp,Iona College,waitlisted
etrunbyf,Kennesaw State University,waitlisted
mborland7v,"California State University, East Bay",deferred
aputtrelldw,University of Delaware,withdrawn
gdonnersberggc,Providence College,withdrawn
gdonnersberggc,University of Massachusetts Amherst,deferred
emacgorleyhw,Transylvania University,withdrawn
hcorbetfn,University of Illinois at Chicago,denied
bseppeyg8,Carnegie Mellon University,deferred
hslaghtga,Kalamazoo College,withdrawn
vjilesqg,Berry College,accepted
mspringthorp74,Drexel University,waitlisted
agrzeszczykfw,University of Alabama at Birmingham,deferred
lower9a,Mount Holyoke College,denied
eplowelldd,"University of Nevada, Reno",withdrawn
cmacbane6,Transylvania University,denied
nmeir8a,Central Connecticut State University,accepted
pfarensp0,Iona College,waitlisted
ajaquiss6a,Stony Brook University,denied
kfloyd4u,Reed College,denied
cmacbane6,University of Massachusetts Amherst,denied
afranzonellopy,"California State University, Monterey Bay",accepted
nivanyushkinnr,Campbell University,denied
nbasdenez,New York University,withdrawn
wbrownsallbj,University of Arizona,accepted
glunamfk,Hendrix College,pending
lsutherelt,Transylvania University,accepted
rledinghameg,Barnard College,denied
lmckernonrq,Transylvania University,deferred
eroufbp,Siena College,accepted
lgiddensey,Westmont College,pending
sribeygw,William Jewell College,denied
rhamlyg9,"University of Nevada, Reno",pending
wmetzing42,Gannon University,accepted
itousey22,Drexel University,pending
klinfoot1x,Centre College,waitlisted
sduffreea6,University of Maine,pending
abesseq,Vassar College,deferred
lfardellh0,Stevenson University,withdrawn
jcursons41,Westmont College,accepted
kpetraitisko,University of Delaware,deferred
lantognellimb,Samford University,pending
gkeeltagh5q,University of San Diego,pending
mkenricka0,Smith College,pending
kroust1r,American University,denied
aheggielf,Transylvania University,denied
dlaurencot8r,Colorado College,denied
kprickett6t,Iona College,denied
mgert6h,Gordon College,deferred
ebirks89,Stony Brook University,pending
tbreakwellh6,Lawrence Technological University,withdrawn
jboddyld,Gordon College,pending
tradnagec7,Samford University,withdrawn
lfateley48,Kalamazoo College,denied
fdillestonmg,Missouri University of Science and Technology,withdrawn
kdigiorgiojz,Colorado College,pending
gmedewaylx,Missouri University of Science and Technology,waitlisted
jkarpfr4,Gannon University,waitlisted
ahuriche4v,University of Alabama,pending
mswanjr,University of Kentucky,denied
emaccookk0,Providence College,withdrawn
smuncaster58,Temple University,withdrawn
rlangrishg3,Rice University,denied
karnel,Rider University,waitlisted
adesportkm,Salve Regina University,pending
sminguetkf,Hope College,pending
cplastown2,Drexel University,denied
lstandidgeem,Mount Holyoke College,withdrawn
dhaconbq,University of Houston,denied
evellden69,University of Arkansas,deferred
beplategj,Smith College,pending
mborland7v,Gannon University,waitlisted
efarraway8x,University of Illinois at Chicago,withdrawn
dnuschke8g,Moravian College,waitlisted
kphilliskirkrl,Mercer University,accepted
grhydderchjc,Hope College,waitlisted
lfateley48,Samford University,waitlisted
jcharlwoodao,Hope College,denied
mborland7v,Salve Regina University,pending
dmacalindeng1,Hope College,denied
ktrineman9q,Indiana University Bloomington,denied
tmecchigg,"California State University, Fresno",pending
rbladenel,Rider University,waitlisted
snorthcoted5,Colgate University,accepted
bmurgatroydmv,Suffolk University,withdrawn
rbrydonj6,Eastern Illinois University,denied
msharpousee,Texas Tech University,accepted
naldiecr,Illinois College,denied
cmackeeg2l,The College of St Scholastica,denied
lmcpike44,University of Alabama at Birmingham,accepted
pridsdoleh1,Princeton University,accepted
rbrucen5,Reed College,deferred
gshambroke38,University of Delaware,waitlisted
crubinovitchhz,Stony Brook University,waitlisted
hwakeford40,Temple University,denied
jgasonkj,DePaul University,withdrawn
ttanseyd,Samford University,withdrawn
mprimett25,"California State University, Monterey Bay",denied
lstandidgeem,Colgate University,waitlisted
lpretswelldz,University of Utah,deferred
gdundendale32,University of Alabama,withdrawn
cplastown2,"University of California, Davis",accepted
jjacobovitchq0,"California State University, East Bay",pending
jthainj,University of Alabama at Birmingham,deferred
kcleareb6,Salve Regina University,deferred
asantelloiq,Lawrence Technological University,denied
kbeards6x,"California State University, Monterey Bay",waitlisted
isymesjq,"University of California, Davis",deferred
cwardhawn0,Transylvania University,withdrawn
jpowleslandm7,William Jewell College,denied
apachecojl,Hendrix College,accepted
mswanjr,SUNY College of Environmental Science and Forestry,accepted
smcnamee4k,Samford University,withdrawn
cdumbell68,Rochester Institute of Technology,deferred
hmclernonfx,Mercer University,withdrawn
rmabbf7,University of Utah,waitlisted
jpaschokw,School of the Art Institute of Chicago,deferred
tbarsama1,University of Arkansas,denied
gfishburnjf,Franklin & Marshall College,denied
rloftinf1,DePaul University,denied
smcnamee4k,Williams College,accepted
oroglierih,Transylvania University,waitlisted
kdovydenasqf,Merrimack College,pending
scoramcq,Nova Southeastern University,withdrawn
jstocks1c,Williams College,denied
lbagem,University of Massachusetts Amherst,withdrawn
ebilesd3,Texas Tech University,deferred
fdulinty4e,University of Massachusetts Amherst,deferred
mcaudelierdl,University of Maine,deferred
lsuttie4w,University of Arizona,pending
slangelayhe,The College of St Scholastica,denied
pindgsjh,University of Maine,deferred
apicardam,Princeton University,accepted
beplategj,"University of California, Santa Barbara",pending
ghabble1f,DePauw University,pending
oroglierih,Missouri University of Science and Technology,pending
blevet8j,Providence College,pending
rbrucen5,School of the Art Institute of Chicago,waitlisted
jbuttruml2,Massachusetts Institute of Technology,denied
wbrownsallbj,Transylvania University,denied
fingley5x,St Bonaventure University,deferred
tbreakwellh6,Fordham University,accepted
chrinchishincj,North Park University,waitlisted
phammersley1w,Kennesaw State University,denied
edatono9,Salve Regina University,withdrawn
istenner1s,Mississippi State University,accepted
hmarczykek,Iona College,accepted
vcasassai8,"California State University, Fresno",withdrawn
mmulberry6m,Gettysburg College,pending
sgoodlife7,Williams College,accepted
bdomenyhm,American University,denied
aglanert4s,Florida Gulf Coast University,pending
mhammerberger2,Princeton University,deferred
colenikov8k,Saint Louis University,pending
erudderhamn3,University of San Diego,withdrawn
amaccallisternq,University of Central Florida,denied
oskoyleshk,American University,waitlisted
kvolkers33,Temple University,withdrawn
tmurpheyhq,Gordon College,waitlisted
wbrownsallbj,Stevenson University,accepted
mfretwelllc,University of Illinois at Chicago,withdrawn
dmattevill,University of Delaware,pending
rdriverj0,Drexel University,denied
jstobartq2,Manhattan College,denied
jwitterl8,University of San Diego,denied
pbardillfu,Indiana University Bloomington,denied
jgasonkj,University of Richmond,denied
kharlockmp,Salve Regina University,deferred
msharpousee,University of Maine,deferred
omallatratt7d,Saint Louis University,deferred
kseagrove9x,Reed College,denied
kvolkers33,New York University,withdrawn
dmattevill,"California State University, Fresno",deferred
cneighbour1u,Florida Gulf Coast University,deferred
kkroutmm,"University of California, Santa Barbara",pending
drawdalesr8,Manhattan College,withdrawn
hvigergh,Merrimack College,waitlisted
tserrell18,Gannon University,waitlisted
agoldsec,The College of St Scholastica,deferred
kharlockmp,"California State University, Monterey Bay",waitlisted
dduddyg5,Salve Regina University,withdrawn
eitzcovichchc6,Idaho State University,accepted
lfoadgs,Williams College,waitlisted
rtoffanellini,University of Arkansas,accepted
btredgolda3,Mount Holyoke College,denied
lkomorowskigm,University of San Diego,pending
ldrysdellhl,Eastern Illinois University,deferred
gscarffox,Merrimack College,deferred
mticksallar,Missouri University of Science and Technology,withdrawn
tnewcomelp,"University of Nevada, Reno",withdrawn
gmatevosianqy,Wagner College,deferred
cthelwllj3,Roger Williams University,deferred
llazer76,Saint Louis University,accepted
bdargavelp9,Temple University,accepted
okhristyukhin13,University of Massachusetts Amherst,pending
kgentilgx,Kennesaw State University,denied
awilprecht3d,Salve Regina University,withdrawn
mlorneff,School of the Art Institute of Chicago,deferred
dhuncootmx,Colorado College,waitlisted
acutressix,"California State University, Monterey Bay",deferred
scasalettoal,Fordham University,withdrawn
ecooneyhx,New York University,waitlisted
cgricelv,Barnard College,deferred
cwardhawn0,University of Massachusetts Amherst,denied
mlaweycd,Mississippi State University,deferred
ksadgrove8i,Stony Brook University,pending
akleinlererrh,Rochester Institute of Technology,waitlisted
pbuckbee1k,New Jersey Institute of Technology,withdrawn
jjacobovitchq0,Nova Southeastern University,waitlisted
rabdeya7,Iona College,waitlisted
ptroygq,Wagner College,waitlisted
cmalans,Texas Christian University,accepted
tkemmisz,Vassar College,withdrawn
rdodsworthdr,New York University,waitlisted
ksadgrove8i,Lawrence Technological University,waitlisted
rclemmey46,Merrimack College,accepted
sbanaszczyk2h,Kennesaw State University,accepted
wbierton1t,University of Houston,deferred
cgoaksoh,University of Utah,withdrawn
cbulleyfd,Iona College,pending
mborkett6w,University of Arkansas,withdrawn
cbrigdalegt,Eastern Washington University,withdrawn
lmaidendg,"University of California, Santa Cruz",accepted
hclowsleyqs,Providence College,pending
sbeinbz,Salve Regina University,accepted
egaskarth9y,Lawrence Technological University,accepted
mmcgaughayck,Drake University,denied
nbrosekefv,Colorado College,accepted
ebirks89,Samford University,waitlisted
cbruna90,Hendrix College,waitlisted
lsouthby3l,Texas Tech University,pending
gparelloe,University of Delaware,deferred
cblackborough29,San Diego State University,waitlisted
bfiremanjm,Northwestern University,accepted
bhastygo,Kalamazoo College,waitlisted
cwardhawn0,University of Arkansas,withdrawn
eaviss2p,University of Arizona,denied
ryeendby,John Carroll University,pending
acutressix,Stevenson University,pending
mhammerberger2,Clarkson University,deferred
pfarensp0,Texas Christian University,withdrawn
gjentinjy,Kalamazoo College,deferred
llugton5g,Kalamazoo College,denied
gmundowl9,Washington & Jefferson College,pending
ttoppes37,Washington & Jefferson College,withdrawn
dwyard6z,Indiana University Bloomington,deferred
gavesq8,St Bonaventure University,accepted
emaccookk0,Mount Holyoke College,deferred
cmackeeg2l,Eastern Washington University,pending
rdriverj0,Williams College,pending
bgrayerjj,Texas Tech University,pending
rmabbf7,Texas Tech University,waitlisted
spenk2e,Transylvania University,pending
pjester,University of Houston,accepted
gcorbin8t,Washington & Jefferson College,waitlisted
dgebuhreu,Wagner College,denied
rbrydonj6,Merrimack College,waitlisted
mcoolingdu,"University of California, Santa Cruz",denied
pmaharey12,Hope College,deferred
amccarlot,Drexel University,pending
dbabinski6k,Kennesaw State University,pending
tnewcomelp,Clarkson University,waitlisted
jreadbl,Centre College,waitlisted
esellerkh,"University of Nevada, Reno",deferred
llahertyd6,School of the Art Institute of Chicago,deferred
grigtsc1,"University of California, Davis",deferred
hvigergh,St Bonaventure University,denied
mvint7y,University of Delaware,withdrawn
rloftier2,"California State University, Monterey Bay",withdrawn
nbiddlecombelj,Moravian College,denied
qrucklidgecl,Rice University,waitlisted
afranktonb3,Eastern Illinois University,accepted
mriddalldf,Temple University,denied
gkeggins9g,The College of St Scholastica,denied
diczokvitzdy,University of Hartford,pending
varrelldh,Providence College,waitlisted
mprimett25,Berry College,withdrawn
fdillestonmg,The College of St Scholastica,deferred
rlindophd,Transylvania University,accepted
jbaggedq,Rider University,waitlisted
cgernerny,University of Richmond,deferred
glazenby5c,University of San Diego,deferred
hcorbetfn,Barnard College,pending
hsneppbx,Gannon University,deferred
kgentilgx,Providence College,waitlisted
pearengeyit,Colorado College,waitlisted
isymesjq,University of Alabama,deferred
tscala1v,Rochester Institute of Technology,waitlisted
imarchington8u,University of Kentucky,waitlisted
awoodalld0,Rochester Institute of Technology,withdrawn
horumfe,University of Delaware,deferred
pcochhf,Barnard College,denied
goldcoteew,Williams College,withdrawn
mallchornde,"California State University, East Bay",deferred
ksalliern9,University of Arizona,waitlisted
mstanclifferd,Colorado College,waitlisted
gsillsd9,University of Alabama at Birmingham,accepted
ebulgen94,University of Houston,denied
csenettdn,"California State University, East Bay",deferred
hrosinabd,William Jewell College,denied
fpolglazecm,Westmont College,deferred
cgoaksoh,Rice University,denied
tlacasepm,New Jersey Institute of Technology,denied
mstanclifferd,Massachusetts Institute of Technology,pending
apail97,Centre College,denied
gbuttlerf0,Iona College,deferred
lfateley48,Mississippi State University,accepted
jbernakiewiczcs,Mount Holyoke College,withdrawn
bswale7e,Campbell University,denied
rduggary98,Wagner College,withdrawn
eivanikov2q,William Jewell College,pending
tscala1v,Illinois College,pending
cbleier64,School of the Art Institute of Chicago,denied
kbeards6x,New Jersey Institute of Technology,accepted
eolensby4a,Lawrence Technological University,waitlisted
mmcasgillpn,Vassar College,accepted
rraynerb9,University of Maine,denied
rbrucen5,University of Utah,withdrawn
bfreddirk,Campbell University,denied
cbroxholmej1,Samford University,accepted
ccroyserio,Manhattan College,denied
rbladenel,Moravian College,accepted
awaddamsl7,Gettysburg College,waitlisted
cgoaksoh,Temple University,deferred
rmincini5a,Centre College,pending
dmitchleyow,University of Arizona,waitlisted
jdaymentgn,"University of California, Santa Barbara",pending
cjouannotla,Westmont College,waitlisted
emedddm,Mercer University,accepted
acrooksfl,American University,waitlisted
pphython1e,Suffolk University,withdrawn
dduseyod,Rochester Institute of Technology,deferred
bwitardiz,Indiana University Bloomington,deferred
aharrismithra,Mississippi State University,deferred
febblesk4,Colgate University,denied
lfilipponeaz,Drake University,deferred
gfigliovannil3,Eastern Washington University,withdrawn
snys9c,Wagner College,withdrawn
lmcilhatton9z,School of the Art Institute of Chicago,waitlisted
eriselycb,Colgate University,denied
isymesjq,University of Alabama,denied
cneligank5,Idaho State University,deferred
rdyh5,Temple University,pending
mdoiley1m,Colgate University,accepted
bhastygo,University of Montana,deferred
sratcliffe1b,Clarkson University,denied
sminguetkf,Indiana University Bloomington,waitlisted
amacclenanmu,University of Houston,waitlisted
jschneidar3z,"University of Nevada, Reno",withdrawn
kroust1r,Fordham University,denied
ldracksfordlg,Mercer University,pending
mriddalldf,Kennesaw State University,waitlisted
hfraczkiewiczo5,University of San Diego,withdrawn
amittoniv,Indiana University Bloomington,denied
nmeir8a,Idaho State University,accepted
glazenby5c,St Bonaventure University,deferred
garrellqi,Providence College,denied
egirardey9k,Merrimack College,withdrawn
bseilmannda,Princeton University,withdrawn
aioselev7n,Reed College,pending
tbartleetkc,"University of California, Santa Barbara",denied
eroufbp,The College of Wooster,waitlisted
mtremlettad,Clarkson University,denied
crubinovitchhz,St Bonaventure University,withdrawn
jbaggedq,Gettysburg College,accepted
agillesonm1,New York University,denied
