userid,college,status
lantognellimb,Kalamazoo College,pending
vdelph9n,University of Montana,denied
ciashviliky,Missouri University of Science and Technology,accepted
aspehrq4,Fordham University,pending
clembkeqb,Northwestern University,accepted
rabdeya7,Gettysburg College,withdrawn
gfigliovannil3,"California State University, East Bay",pending
agurtonqm,Idaho State University,pending
pridsdoleh1,The College of St Scholastica,accepted
mshellard5j,Samford University,waitlisted
lenzley31,Wagner College,waitlisted
amacclenanmu,St Bonaventure University,withdrawn
rdraijerd4,University of Kentucky,pending
asantelloiq,Princeton University,waitlisted
dgimenezje,Stony Brook University,withdrawn
rvonsalzberg28,"University of California, Davis",deferred
gfrottonih,University of Houston,withdrawn
tmeadwayd8,"University of Nevada, Reno",accepted
bbosse7t,Barnard College,denied
rledinghameg,Centre College,deferred
cfennelowb,Rice University,denied
kkolyaginmk,University of Montana,accepted
mcarlettil0,Stony Brook University,accepted
afranzonellopy,Rochester Institute of Technology,deferred
knurse21,Kennesaw State University,deferred
dshrawley72,Illinois College,pending
nhawtinln,Manhattan College,waitlisted
mdorrancemq,Missouri University of Science and Technology,withdrawn
cblackborough29,University of Maine,denied
uhavikb8,Reed College,withdrawn
doxmw,Temple University,denied
zroelofsenkd,Kennesaw State University,pending
etamblingbk,Saint Louis University,waitlisted
bnesterovil,University of San Diego,accepted
lcampor0,Eastern Illinois University,pending
imarchington8u,Princeton University,denied
mplumbca,Centre College,deferred
nboulsherqo,New Jersey Institute of Technology,deferred
efennerbn,"University of California, Santa Barbara",pending
mtozerdt,Roger Williams University,waitlisted
klinfoot1x,Rice University,pending
tbrandinqt,Texas Christian University,pending
dhaconbq,New Jersey Institute of Technology,accepted
fprobettsac,Vassar College,deferred
jgorgesf4,Smith College,accepted
aheggielf,Merrimack College,denied
apachecojl,Hope College,waitlisted
mallchornde,"University of California, Davis",deferred
pwathankb,St Bonaventure University,accepted
afader95,Idaho State University,denied
charbinis,DePaul University,deferred
ebilesd3,Rice University,withdrawn
tfeltennp,"University of California, Santa Barbara",waitlisted
gdonnersberggc,Utah State University,denied
jdaymentgn,San Diego State University,accepted
diczokvitzdy,Utah State University,waitlisted
horumfe,Missouri University of Science and Technology,accepted
awaddamsl7,Clarkson University,deferred
wscoughq1,Smith College,withdrawn
bhastygo,Berry College,accepted
nsempillml,Mississippi State University,waitlisted
kharlockmp,The College of Wooster,pending
rcalvieh8,Barnard College,waitlisted
elaurentygk,University of Alabama at Birmingham,pending
pgotch3v,Saint Louis University,pending
cneighbour1u,University of Maine,deferred
mjouannye4,North Park University,pending
eivanikov2q,Reed College,deferred
ccreminge,Reed College,withdrawn
dgebuhreu,Moravian College,denied
mslixbyl5,Utah State University,withdrawn
isneesbyor,University of Utah,denied
bpedrielli6n,Massachusetts Institute of Technology,waitlisted
bphayre2g,Florida Gulf Coast University,waitlisted
etamblingbk,Rice University,denied
rambroix7m,Berry College,withdrawn
horumfe,Rice University,waitlisted
isymesjq,University of Arizona,accepted
fgateleyc9,Illinois College,waitlisted
adanelutti5b,"California State University, East Bay",pending
cseaversia,Transylvania University,deferred
jpattenep,Drexel University,waitlisted
vtruran8p,University of Kentucky,deferred
zmarchent1d,North Park University,withdrawn
afranktonb3,Reed College,accepted
nsempillml,University of Maine,accepted
bheinschke67,Wagner College,pending
nmish7p,Carnegie Mellon University,accepted
jthainj,Franklin & Marshall College,waitlisted
kcotter2z,Vassar College,deferred
kstainlandnx,"California State University, Fresno",denied
nwhitneykt,Berry College,pending
rloftier2,Nova Southeastern University,deferred
seaglesa8,Eastern Illinois University,waitlisted
tkiebes1p,University of Hartford,withdrawn
priep19,Stony Brook University,deferred
pphython1e,Mississippi State University,pending
mborkett6w,Barnard College,denied
bparrishlq,DePaul University,accepted
cmosconkq,Rider University,pending
agarno3,San Diego State University,denied
ahuriche4v,University of Richmond,withdrawn
ttanslie7s,University of Hartford,withdrawn
ckorthu,University of Maine,accepted
mshellard5j,Gannon University,pending
hrosinabd,University of San Diego,withdrawn
tdarthe50,American University,denied
alindroi5,San Diego State University,denied
fschiementzrc,Salve Regina University,waitlisted
wscoughq1,Eastern Washington University,pending
asellmanjt,"California State University, Fresno",denied
erudderhamn3,Rider University,withdrawn
llazer76,University of Houston,waitlisted
tbrandinqt,"University of Nevada, Reno",withdrawn
anisenf6,University of Delaware,waitlisted
bjanssonn1,Missouri University of Science and Technology,pending
varrelldh,Kalamazoo College,denied
bparrishlq,Mount Holyoke College,deferred
scasalettoal,The College of Wooster,deferred
cmackeeg2l,University of Illinois at Chicago,accepted
istenner1s,Northwestern University,accepted
gconwellef,DePauw University,withdrawn
rdrevermy,University of Arizona,pending
emedddm,New Jersey Institute of Technology,accepted
alivettpu,Westmont College,denied
mreadwinglh,William Jewell College,pending
lwatmoughf8,DePaul University,pending
rbyrehi,Hope College,withdrawn
jlarkingsnf,Vassar College,deferred
mspringthorp74,Fordham University,accepted
tlacasepm,Colgate University,withdrawn
cfilpi8m,William Jewell College,waitlisted
seaggerjn,Gettysburg College,withdrawn
awaddamsl7,Gannon University,denied
nbiddlecombelj,Illinois College,deferred
kdyte4t,Eastern Washington University,accepted
aharrismithra,Iona College,waitlisted
ptroygq,Mount Holyoke College,accepted
bgoschalkhn,American University,accepted
ncasterotbe,Westmont College,withdrawn
grubinowitsch9t,Berry College,withdrawn
vmilillori,Texas Tech University,waitlisted
mtremlettad,"California State University, Fresno",denied
crubinovitchhz,Hope College,deferred
gralton9,Texas Tech University,denied
rpreatore5,University of Montana,accepted
uhavikb8,American University,waitlisted
apicardam,Saint Louis University,accepted
rtoffanellini,Washington & Jefferson College,denied
msherbourne10,University of Central Florida,denied
tstiggles26,Providence College,deferred
jalessandrinias,Central Connecticut State University,accepted
bshowers4,Salve Regina University,withdrawn
nraglesa2,American University,waitlisted
mdroogan6l,Siena College,pending
mfretwelllc,St Bonaventure University,denied
dduseyod,Wagner College,deferred
stoffts7q,New Jersey Institute of Technology,denied
jboddyld,Hope College,denied
etilfordik,Wagner College,accepted
mmonaghan8,Northwestern University,waitlisted
cneighbour1u,Idaho State University,denied
jvankovl1,Westmont College,waitlisted
trettiema,University of Massachusetts Amherst,deferred
seaggerjn,Northwestern University,withdrawn
rbyrehi,Illinois College,waitlisted
gbenyanq6,University of Central Florida,pending
rtoffanellini,"University of Nevada, Las Vegas",accepted
aferebeeen,Manhattan College,denied
rcroney20,"California State University, Fresno",waitlisted
rbernadebh,School of the Art Institute of Chicago,waitlisted
kprickett6t,University of Richmond,accepted
hwakeford40,Kalamazoo College,deferred
pjester,Florida Gulf Coast University,withdrawn
iankerii,New York University,pending
geady2c,Gannon University,pending
lovittspc,North Park University,waitlisted
priep19,Missouri University of Science and Technology,pending
hraschcw,Hope College,pending
soleahy8q,Hope College,waitlisted
jgorgesf4,Saint Louis University,withdrawn
shappsm0,Indiana University Bloomington,accepted
mwatmanqz,Berry College,accepted
dgebuhreu,Providence College,withdrawn
rpoldingeh,New York University,pending
sneediu,Rice University,waitlisted
ldracksfordlg,Mercer University,denied
slabastida1,Wagner College,deferred
ohrinchishine6,St Bonaventure University,deferred
dmattevill,"University of Nevada, Reno",withdrawn
lenzley31,Transylvania University,waitlisted
bfettiplacekl,Gettysburg College,pending
fpllucc,Colorado College,withdrawn
jfilippozzidv,University of Alabama at Birmingham,waitlisted
hleggesnt,Rider University,withdrawn
priep19,Centre College,denied
nraglesa2,Merrimack College,pending
ecooneyhx,Texas Christian University,withdrawn
ckenneway9i,University of Richmond,accepted
mfretwelllc,Carnegie Mellon University,accepted
warbuckel0,Texas Tech University,accepted
crikkardr3,Central Connecticut State University,deferred
bneubiginfb,University of Kentucky,deferred
kpetrichatlw,Temple University,withdrawn
hgoodramlu,William Jewell College,withdrawn
etamblingbk,Westmont College,withdrawn
tjeaffresonmc,Washington & Jefferson College,deferred
mritmeier88,Williams College,pending
mtozerdt,Siena College,withdrawn
crubinovitchhz,Kennesaw State University,deferred
llefeuvreq5,Hope College,accepted
mdyetip,Barnard College,withdrawn
jpantonecu,Williams College,waitlisted
pagiolfingerhp,Moravian College,withdrawn
dhaconbq,University of Maine,deferred
chowlerm3,Williams College,deferred
llimmingne,Saint Louis University,denied
nbinesteadcv,University of Central Florida,withdrawn
rbyrehi,"California State University, Fresno",pending
fbellochc3,Kalamazoo College,denied
ktrineman9q,Kennesaw State University,accepted
colenikov8k,Eastern Washington University,waitlisted
goldcoteew,Idaho State University,pending
pwathankb,William Jewell College,waitlisted
wstallworthy15,John Carroll University,withdrawn
jromeo6y,New Jersey Institute of Technology,withdrawn
rcroney20,Nova Southeastern University,deferred
gconwellef,University of Arizona,withdrawn
srochewellir,Northwestern University,pending
amccarlot,The College of Wooster,denied
cbeernt9h,Berry College,accepted
tchastan7o,The College of St Scholastica,pending
hslaghtga,Colgate University,pending
bfiremanjm,Reed College,accepted
tgrzelakli,Gettysburg College,denied
sribeygw,DePaul University,withdrawn
kfreakj4,Barnard College,waitlisted
cbainbriggemo,Centre College,waitlisted
agurtonqm,William Jewell College,deferred
smcnamee4k,Barnard College,deferred
efennerbn,The College of Wooster,waitlisted
rheake53,Gettysburg College,withdrawn
febblesk4,SUNY College of Environmental Science and Forestry,accepted
rdodsworthdr,Rochester Institute of Technology,denied
ftomlinson2f,St Bonaventure University,pending
mdroogan6l,Northwestern University,withdrawn
marrbt,Franklin & Marshall College,pending
jcharlwoodao,Rider University,denied
mdewolfeab,Princeton University,accepted
kbraddick5p,Siena College,accepted
gsidebothamcp,University of Arkansas,withdrawn
sbanaszczyk2h,Barnard College,waitlisted
ghabble1f,Hendrix College,denied
jlurnerj5,Texas Tech University,withdrawn
tfeltennp,"California State University, Monterey Bay",denied
abreedb4,University of Alabama at Birmingham,pending
hrosinabd,Florida Gulf Coast University,waitlisted
esmietonlz,Rider University,pending
gbrocktonid,Washington & Jefferson College,waitlisted
lpretswelldz,University of Massachusetts Amherst,pending
evellden69,Vassar College,waitlisted
mschechter6b,Smith College,denied
cbunnellf3,The College of Wooster,accepted
jtipler3k,Merrimack College,accepted
eroufbp,Salve Regina University,deferred
hmargetson7x,DePaul University,denied
priep19,Rochester Institute of Technology,pending
bfettiplacekl,John Carroll University,withdrawn
fyushkinol,Clarkson University,deferred
lpretswelldz,Carnegie Mellon University,accepted
rfenbyg6,University of Maine,pending
lallot3,Barnard College,withdrawn
bpritchittme,Salve Regina University,waitlisted
dgladdis3w,Campbell University,deferred
cdurgan2y,University of Arizona,waitlisted
edatono9,Moravian College,deferred
lblanningpd,Gordon College,denied
rdodsworthdr,Rochester Institute of Technology,withdrawn
mlaweycd,Central Connecticut State University,deferred
rchevolleau43,Stony Brook University,denied
bjanssonn1,University of Houston,deferred
cjermyc0,Stevenson University,waitlisted
grichardonql,The College of St Scholastica,denied
alukesch87,Kalamazoo College,deferred
grichardonql,University of Alabama,deferred
rchevolleau43,Northwestern University,withdrawn
cmalans,Reed College,withdrawn
vashbrookb5,Samford University,accepted
lgiddensey,Mississippi State University,withdrawn
cmalans,University of Massachusetts Amherst,deferred
bchesshyreer,University of Massachusetts Amherst,deferred
flummasana3i,"University of California, Santa Barbara",accepted
egaskarth9y,The College of Wooster,denied
cprisen4,Washington & Jefferson College,denied
scasalettoal,American University,waitlisted
bbosse7t,The College of St Scholastica,withdrawn
bhopferev,Roger Williams University,denied
dmitchleyow,"University of Nevada, Las Vegas",waitlisted
lmarchant63,School of the Art Institute of Chicago,accepted
fnancarrowp3,School of the Art Institute of Chicago,withdrawn
pmedfordpf,"California State University, Monterey Bay",denied
mborkett6w,SUNY College of Environmental Science and Forestry,pending
cprisen4,Eastern Washington University,deferred
hmclernonfx,Indiana University Bloomington,withdrawn
pgrelikaa,Suffolk University,waitlisted
seaglesa8,Centre College,deferred
mviney77,Samford University,withdrawn
mmcasgillpn,Washington & Jefferson College,accepted
abreedb4,Campbell University,accepted
garrellqi,Barnard College,denied
mreadwinglh,Westmont College,withdrawn
klinfoot1x,Hendrix College,denied
cbunnellf3,DePauw University,denied
amacclenanmu,Clarkson University,accepted
jkarpfr4,"California State University, Fresno",deferred
jpaschokw,Lawrence Technological University,pending
agurtonqm,University of Montana,deferred
cbeernt9h,Samford University,deferred
smcnamee4k,Stony Brook University,deferred
rledinghameg,University of Montana,denied
piveagh3m,Gettysburg College,deferred
rfarryanl6,Samford University,denied
cgernerny,"University of California, Santa Cruz",pending
bscrivener5w,School of the Art Institute of Chicago,pending
amottershaw7f,University of Hartford,denied
rbernadebh,Samford University,deferred
acarpenter8n,Stony Brook University,pending
ebirks89,Rochester Institute of Technology,pending
ireisen4p,American University,pending
sbanaszczyk2h,Hendrix College,deferred
sneediu,Temple University,denied
gshambroke38,Rochester Institute of Technology,accepted
smeadusg,SUNY College of Environmental Science and Forestry,accepted
tlacasepm,Massachusetts Institute of Technology,waitlisted
lfoadgs,Gordon College,waitlisted
bhastygo,Roger Williams University,accepted
dboulsherc2,North Park University,pending
acornew1h,Colorado College,waitlisted
mlateyrj,Transylvania University,withdrawn
tgonsaloif,Saint Louis University,accepted
edavydychev92,Franklin & Marshall College,deferred
afilippovn6,New Jersey Institute of Technology,waitlisted
ggrissett4c,"University of Nevada, Reno",waitlisted
mmulberry6m,Idaho State University,withdrawn
dvockings4d,Berry College,withdrawn
ahamflett9u,Northwestern University,accepted
hfraczkiewiczo5,Lawrence Technological University,deferred
nbrosekefv,Kalamazoo College,deferred
fwalford5r,Texas Tech University,pending
cbleier64,Siena College,waitlisted
isymesjq,Rice University,waitlisted
bfreddirk,"California State University, East Bay",denied
cgernerny,Indiana University Bloomington,denied
ereed9f,DePaul University,waitlisted
abreedb4,"University of Nevada, Reno",pending
lantonowiczrb,Central Connecticut State University,accepted
vdaughtreyph,"University of California, Santa Barbara",withdrawn
kgentilgx,Mercer University,pending
emaccookk0,Florida Gulf Coast University,denied
nlendremob,Indiana University Bloomington,denied
dfargherrp,American University,denied
fstokermf,Temple University,denied
rtowsdi,Colgate University,denied
pmedfordpf,"University of Nevada, Las Vegas",deferred
mmonaghan8,Transylvania University,withdrawn
jdavleygi,Colgate University,pending
pridding3n,American University,withdrawn
ahamflett9u,Kennesaw State University,denied
hwakeford40,Manhattan College,accepted
llutonjp,University of Montana,withdrawn
cbruna90,Temple University,deferred
mborkett6w,University of Arkansas,waitlisted
khodgin3e,"California State University, Fresno",accepted
thefferank,Suffolk University,accepted
tetherson6s,University of Richmond,pending
wfoort8e,Nova Southeastern University,deferred
tmquhargeht,Siena College,deferred
tkemmisz,New York University,pending
apicardam,Texas Tech University,pending
gsidebothamcp,DePaul University,waitlisted
gmedewaylx,University of Kentucky,deferred
akleinlererrh,Roger Williams University,accepted
hsmethurst93,University of Hartford,denied
tkemmisz,Princeton University,accepted
ntosspellig,Roger Williams University,waitlisted
nbrosekefv,Northwestern University,accepted
ntosspellig,Northwestern University,accepted
mborland7v,San Diego State University,deferred
breeve4j,University of Massachusetts Amherst,withdrawn
loganc8,University of Delaware,deferred
dhindenbergerq,Mount Holyoke College,denied
jtayloems,University of Houston,waitlisted
iosbornep,University of Central Florida,denied
pkeaveic,University of Richmond,deferred
btarpeyqu,Merrimack College,deferred
agrzeszczykfw,Reed College,pending
srankling6i,Gordon College,withdrawn
rcalvieh8,Gannon University,denied
lmaidendg,"California State University, East Bay",accepted
lkomorowskigm,Williams College,accepted
avanderbaaren3x,Gettysburg College,waitlisted
bpinnion5u,Kennesaw State University,deferred
wbrownsallbj,University of San Diego,pending
rmackain1a,"University of Nevada, Las Vegas",withdrawn
vrolin71,Nova Southeastern University,withdrawn
cpidgeleyq3,Colgate University,denied
warbuckel0,Barnard College,accepted
apurkessqe,Hope College,accepted
tbreakwellh6,"California State University, Monterey Bay",accepted
agillesonm1,Gettysburg College,accepted
kseagek9,Texas Tech University,waitlisted
adanelutti5b,University of Hartford,deferred
gmulvihillhr,Gettysburg College,waitlisted
tbartleetkc,Roger Williams University,accepted
jcheavinlo,Reed College,pending
bgrottynv,Texas Christian University,accepted
jdaymentgn,Merrimack College,accepted
bfettiplacekl,Florida Gulf Coast University,pending
tserrell18,Kennesaw State University,deferred
bludlow2o,University of Massachusetts Amherst,pending
rarnor7,Temple University,pending
tkemmisz,University of Richmond,deferred
bpedrielli6n,"California State University, Fresno",waitlisted
kdigiorgiojz,Rice University,deferred
mticksallar,Merrimack College,waitlisted
asotworthpe,Gordon College,denied
bsextins,Utah State University,accepted
cleblond7i,Colorado College,pending
cbrigdalegt,Kennesaw State University,denied
fdulinty4e,Eastern Washington University,pending
tlacasepm,Berry College,deferred
hhuner9,University of Arizona,accepted
cjermyc0,University of Arkansas,waitlisted
slanfranchi1n,Mississippi State University,deferred
grayerax,North Park University,denied
cneighbour1u,University of Hartford,waitlisted
jpalphreymanfo,Williams College,deferred
emedddm,Manhattan College,pending
dhaconbq,University of Central Florida,denied
akeirn,"University of Nevada, Las Vegas",denied
bpinnion5u,Fordham University,withdrawn
jvankovl1,Transylvania University,waitlisted
mcoolingdu,Florida Gulf Coast University,pending
mviney77,University of Delaware,withdrawn
jsarjent6v,Texas Christian University,denied
tkemmisz,Eastern Washington University,accepted
rbladenel,Berry College,deferred
egonthardjx,SUNY College of Environmental Science and Forestry,deferred
gscarffox,Smith College,accepted
bclearyeo,Manhattan College,accepted
gritchmannb,Westmont College,deferred
smcnamee4k,Vassar College,pending
mshellard5j,North Park University,deferred
amittoniv,Washington & Jefferson College,accepted
fbellochc3,North Park University,denied
mlorneff,Westmont College,accepted
menrigoe8,University of Central Florida,withdrawn
hsmethurst93,North Park University,pending
khodgin3e,"California State University, Fresno",waitlisted
srankling6i,"University of California, Santa Cruz",waitlisted
adepinnahb,University of Arizona,pending
rcalvieh8,Nova Southeastern University,withdrawn
pphython1e,"University of California, Davis",pending
pridding3n,Missouri University of Science and Technology,pending
ljanjusevico8,Hope College,accepted
loguzi2,Nova Southeastern University,withdrawn
gireson5d,DePaul University,denied
khickenbottomcn,University of Illinois at Chicago,denied
fhanscomeqc,University of Delaware,pending
istenner1s,University of Alabama at Birmingham,deferred
dfollet51,Stony Brook University,accepted
phayzerfa,Clarkson University,waitlisted
fhanscomeqc,American University,accepted
vdelph9n,Williams College,deferred
mfretwelllc,Smith College,denied
gdonnersberggc,Merrimack College,denied
padin65,Kennesaw State University,waitlisted
pweeksho,University of Illinois at Chicago,deferred
smarriagedx,Rochester Institute of Technology,accepted
okhristyukhin13,Mississippi State University,waitlisted
sputtenq9,Illinois College,denied
apaskinsro,Saint Louis University,waitlisted
