userid,college,status
dgimenezje,Massachusetts Institute of Technology,denied
acrooksfl,University of Arkansas,denied
ogillamoa,Williams College,pending
asantelloiq,Saint Louis University,pending
ldraceyav,Mercer University,accepted
cpardalop,Saint Louis University,pending
mslixbyl5,"University of Nevada, Reno",denied
rfenbyg6,Illinois College,denied
eriselycb,Indiana University Bloomington,deferred
egirardey9k,Massachusetts Institute of Technology,waitlisted
lcarlesso1g,University of Central Florida,deferred
cmalans,Drake University,pending
hedes1j,University of Arizona,deferred
kdigiorgiojz,William Jewell College,pending
cminihanpi,Transylvania University,accepted
lmcilhatton9z,University of Hartford,withdrawn
mticksallar,Campbell University,deferred
ccolefordrn,"University of Nevada, Reno",waitlisted
vdaughtreyph,Stevenson University,withdrawn
cneligank5,Rider University,pending
smeadusg,Franklin & Marshall College,denied
hteschecy,San Diego State University,denied
kbrissard7j,University of Montana,pending
rraynerb9,University of Hartford,pending
jcursons41,Fordham University,denied
jgeelanfq,Lawrence Technological University,denied
alambdonib,Hope College,denied
atottieq7,William Jewell College,pending
cholbykx,Iona College,withdrawn
mcellone7g,Rochester Institute of Technology,accepted
vmilillori,Rochester Institute of Technology,withdrawn
rclemmey46,University of Massachusetts Amherst,deferred
nlucchij7,University of Kentucky,waitlisted
nmish7p,Mississippi State University,waitlisted
cgoaksoh,Samford University,waitlisted
tstiggles26,Temple University,withdrawn
mdoiley1m,Mount Holyoke College,pending
lkrelle5n,Rider University,denied
lritson4f,Illinois College,denied
gattreedfz,Missouri University of Science and Technology,waitlisted
bjanssonn1,Hope College,waitlisted
grichardonql,University of Delaware,denied
klinfoot1x,University of Central Florida,denied
tnewcomelp,Mercer University,waitlisted
sderislya9,University of Maine,accepted
kcleareb6,Missouri University of Science and Technology,pending
cwardhawn0,Lawrence Technological University,withdrawn
kgildeam4,Texas Christian University,pending
mtozerdt,Centre College,withdrawn
lantonowiczrb,Fordham University,deferred
soleahy8q,Rochester Institute of Technology,accepted
cdunnanaj,Mount Holyoke College,accepted
gmixterqh,"University of California, Santa Cruz",withdrawn
fgateleyc9,Eastern Illinois University,pending
naldiecr,Franklin & Marshall College,pending
emaccookk0,Drake University,withdrawn
mlorneff,Iona College,deferred
emedddm,"University of California, Santa Barbara",deferred
jstobartq2,The College of Wooster,accepted
garrellqi,Reed College,denied
dpitceathlygu,Colorado College,accepted
dmattevill,Fordham University,pending
cloffill7z,University of Alabama,waitlisted
mcellone7g,Florida Gulf Coast University,pending
nwhitneykt,Kennesaw State University,deferred
jpalphreymanfo,University of Montana,denied
acarnowm6,Central Connecticut State University,waitlisted
cbellinooo,American University,denied
fprobettsac,Suffolk University,pending
klinfoot1x,Mount Holyoke College,pending
dhaconbq,University of Alabama at Birmingham,withdrawn
lsutherelt,Franklin & Marshall College,deferred
eclynmanov,Iona College,pending
nhawtinln,New Jersey Institute of Technology,withdrawn
bzimmeri4,University of Illinois at Chicago,withdrawn
pphython1e,Massachusetts Institute of Technology,deferred
cvalenssmithjw,University of Alabama at Birmingham,withdrawn
jstobartq2,Centre College,waitlisted
ggrissett4c,Florida Gulf Coast University,waitlisted
agillesonm1,Siena College,pending
pridsdoleh1,Drexel University,accepted
tsandcrafti9,University of Montana,deferred
jjacobovitchq0,Barnard College,pending
gattreedfz,Gordon College,waitlisted
nsempillml,Missouri University of Science and Technology,accepted
rchevolleau43,William Jewell College,denied
rgheerhaertju,University of Illinois at Chicago,deferred
rbladenel,University of Arizona,denied
akerwickjv,Rider University,pending
msherbourne10,The College of Wooster,waitlisted
eivanikov2q,Iona College,pending
vashbrookb5,"California State University, Monterey Bay",accepted
rdrevermy,Williams College,withdrawn
jpalphreymanfo,"University of California, Santa Cruz",waitlisted
mgolthorppc,Iona College,deferred
ttanseyd,University of Hartford,waitlisted
mplumbca,"California State University, Fresno",denied
bfranchyonok1i,University of Maine,accepted
ryeendby,Williams College,withdrawn
chowcroft8d,Eastern Illinois University,waitlisted
rchevolleau43,Suffolk University,accepted
bpedrielli6n,Texas Tech University,waitlisted
sbeinbz,University of Houston,deferred
padin65,Central Connecticut State University,deferred
aferebeeen,Providence College,denied
rtowsdi,Westmont College,waitlisted
mvossejb,Centre College,deferred
tbreakwellh6,University of Montana,accepted
doxmw,Florida Gulf Coast University,pending
kvarnalsl4,"University of Nevada, Reno",denied
pbiscop2,"California State University, East Bay",denied
lblanningpd,Idaho State University,deferred
gstraker6o,Rider University,denied
cholbykx,Gordon College,waitlisted
slongwoodbg,University of Kentucky,accepted
gdanaharh4,Suffolk University,denied
rhandscombedj,Samford University,deferred
mhammerberger2,Eastern Illinois University,accepted
gjentinjy,DePaul University,accepted
ksimonettoaw,San Diego State University,waitlisted
msudlow55,St Bonaventure University,accepted
mreadwinglh,Franklin & Marshall College,deferred
sstatter7k,Hendrix College,denied
csenettdn,University of Illinois at Chicago,withdrawn
hmarczykek,Eastern Illinois University,deferred
padin65,"California State University, Monterey Bay",accepted
slacy9w,Mississippi State University,deferred
bdresserk3,Indiana University Bloomington,waitlisted
rlarkworthyo6,Hope College,denied
dneemet,Reed College,denied
tculshewh9,Siena College,withdrawn
cseaversia,Samford University,withdrawn
sshawag,John Carroll University,accepted
bsibbeg7,Drexel University,deferred
jgorgesf4,Utah State University,pending
amccarlot,Florida Gulf Coast University,pending
gstobbartm5,"California State University, Monterey Bay",denied
apurkessqe,Texas Christian University,denied
tchastan7o,Centre College,waitlisted
mderuelom,Gannon University,withdrawn
agillesonm1,Florida Gulf Coast University,pending
swylemangd,New Jersey Institute of Technology,denied
kmclaneqx,Salve Regina University,withdrawn
ftomlinson2f,Colgate University,waitlisted
ereed9f,Providence College,pending
bseilmannda,John Carroll University,accepted
hwortmanno,Kalamazoo College,deferred
bcanbyaq,Massachusetts Institute of Technology,deferred
pchevolleau5m,University of Alabama,withdrawn
gbrocktonid,University of Kentucky,accepted
dstuddqr,Mercer University,waitlisted
akitleek8,University of Arkansas,denied
mswanjr,Central Connecticut State University,pending
jlurnerj5,Massachusetts Institute of Technology,waitlisted
ldracksfordlg,Samford University,deferred
chollingdalen8,St Bonaventure University,denied
vcasassai8,Campbell University,withdrawn
eclynmanov,University of Maine,pending
mmisklm,San Diego State University,denied
sgermanij,University of Arizona,denied
ebilesd3,SUNY College of Environmental Science and Forestry,denied
rsheilds56,"California State University, Monterey Bay",deferred
alindroi5,Illinois College,waitlisted
gbrocktonid,University of Montana,withdrawn
rdyh5,School of the Art Institute of Chicago,waitlisted
cjouannotla,Samford University,waitlisted
ctynewellmt,Salve Regina University,waitlisted
ahadigatejg,Eastern Washington University,accepted
bfranchyonok1i,Salve Regina University,waitlisted
bsamwellb7,DePauw University,waitlisted
cminihanpi,Kalamazoo College,deferred
smcgoldrick81,St Bonaventure University,denied
rabdeya7,Suffolk University,denied
ltrippiy,Williams College,waitlisted
mgregg5t,Manhattan College,waitlisted
qrucklidgecl,Hendrix College,denied
tstiggles26,University of Central Florida,denied
jcheavinlo,Illinois College,pending
rambroix7m,University of Utah,withdrawn
nlucchij7,"University of California, Santa Barbara",denied
vcurreyo,SUNY College of Environmental Science and Forestry,pending
dmitchleyow,Illinois College,waitlisted
jcursons41,Lawrence Technological University,withdrawn
ltrippiy,Texas Tech University,deferred
mwinsper14,American University,denied
lmaidendg,Florida Gulf Coast University,waitlisted
ttanslie7s,Carnegie Mellon University,deferred
dduffreekr,"University of California, Davis",withdrawn
hkitchingnm,Gannon University,deferred
dyessonfr,William Jewell College,pending
oroskrug83,Fordham University,withdrawn
emaccookk0,New Jersey Institute of Technology,deferred
cbleier64,Drexel University,waitlisted
vjilesqg,Washington & Jefferson College,waitlisted
mjentzsch4h,Suffolk University,accepted
hteschecy,"University of Nevada, Reno",deferred
kvolkers33,DePauw University,deferred
hhamleni1,Campbell University,withdrawn
cbleier64,Centre College,pending
nkelloway9d,Reed College,deferred
tnewcomelp,"University of Nevada, Las Vegas",denied
pvanderbaaren4b,University of Delaware,withdrawn
nbinesteadcv,John Carroll University,pending
cisaacsondc,Campbell University,denied
bharfoot82,Manhattan College,denied
vcovottikp,DePaul University,accepted
mswanjr,Smith College,waitlisted
jalessandrinias,Gordon College,waitlisted
lmcilhatton9z,"California State University, East Bay",waitlisted
cfilpi8m,Merrimack College,withdrawn
lblanningpd,Drake University,deferred
dshrawley72,John Carroll University,accepted
mfretwelllc,Gannon University,deferred
aharrismithra,University of Central Florida,waitlisted
upetraccina,Florida Gulf Coast University,accepted
dtunnacliffenc,Colorado College,withdrawn
cfewp4,"California State University, Monterey Bay",withdrawn
swylemangd,Berry College,pending
bclandillon9s,University of Central Florida,pending
bsabate66,The College of Wooster,deferred
evellden69,Saint Louis University,denied
gtaylderej,Williams College,withdrawn
jlurnerj5,Mississippi State University,deferred
wglynnebs,Wagner College,pending
klassells8s,Wagner College,denied
ahuriche4v,Kalamazoo College,denied
rcroney20,Lawrence Technological University,withdrawn
cbainbriggemo,Williams College,withdrawn
jstobartq2,Berry College,denied
btredgolda3,University of Richmond,deferred
lbagem,American University,denied
cmosconkq,Centre College,denied
dyessonfr,Westmont College,withdrawn
knurse21,William Jewell College,waitlisted
lblanningpd,University of Richmond,waitlisted
tdarthe50,Gannon University,withdrawn
nbinesteadcv,The College of Wooster,waitlisted
mmcasgillpn,Merrimack College,pending
arembrandtnd,Temple University,denied
mmaccaughen1z,Texas Christian University,accepted
mmaccaughen1z,University of San Diego,waitlisted
ajaquiss6a,Samford University,denied
srochewellir,Gordon College,accepted
ecooneyhx,Drake University,withdrawn
sgermanij,New York University,deferred
wstallworthy15,Florida Gulf Coast University,withdrawn
dcancellariolr,Stony Brook University,denied
jcursons41,Mississippi State University,deferred
aharrismithra,University of Arizona,pending
ffrance86,SUNY College of Environmental Science and Forestry,deferred
bhastygo,Drake University,denied
mdow24,University of Maine,deferred
amacclenanmu,DePaul University,accepted
fgateleyc9,University of Massachusetts Amherst,accepted
vtruran8p,St Bonaventure University,withdrawn
cfeatherbieks,Nova Southeastern University,accepted
fgateleyc9,Central Connecticut State University,deferred
zarstallci,University of Illinois at Chicago,waitlisted
asotworthpe,Colgate University,pending
tmcarthur60,Rice University,deferred
ahallwellp6,William Jewell College,waitlisted
iosbornep,"University of California, Santa Cruz",withdrawn
qpalfreyman9p,North Park University,withdrawn
tbartleetkc,Transylvania University,accepted
kbulledkz,University of Richmond,pending
nelstuba,University of Delaware,deferred
tsandcrafti9,"California State University, East Bay",denied
seaglesa8,University of Illinois at Chicago,waitlisted
kbeards6x,Lawrence Technological University,waitlisted
lpretswelldz,Saint Louis University,waitlisted
jpowleslandm7,Princeton University,withdrawn
scoramcq,Manhattan College,accepted
kcogginau,Eastern Illinois University,pending
dfaulconbridge75,University of Massachusetts Amherst,withdrawn
ebilesd3,Rider University,deferred
cleall7h,American University,denied
pmacilriach5k,Campbell University,withdrawn
fsachnoiw,Gettysburg College,waitlisted
abesseq,St Bonaventure University,deferred
bclearyeo,Rochester Institute of Technology,accepted
gfigliovannil3,Salve Regina University,deferred
oroskrug83,Kalamazoo College,deferred
wbosketfh,Colorado College,waitlisted
sbegwellnl,Utah State University,pending
hfavelleoq,Gordon College,accepted
mtubblenk,North Park University,waitlisted
bjanssonn1,University of San Diego,withdrawn
eaviss2p,Kennesaw State University,denied
acarnowm6,Westmont College,pending
bgrottynv,New York University,denied
bnesterovil,Barnard College,denied
agarno3,Iona College,deferred
adesportkm,Eastern Illinois University,accepted
mlaweycd,Carnegie Mellon University,accepted
mrenakly,San Diego State University,accepted
thefferank,Westmont College,withdrawn
gbuttlerf0,Clarkson University,pending
nmeir8a,Franklin & Marshall College,deferred
istenner1s,Hope College,deferred
cvalenssmithjw,Carnegie Mellon University,pending
jrotham7b,Rochester Institute of Technology,pending
jtippettsi,William Jewell College,pending
mgolthorppc,William Jewell College,waitlisted
tkemmisz,Roger Williams University,pending
granklingy,Stevenson University,denied
llahertyd6,Manhattan College,waitlisted
bjanssonn1,"University of California, Santa Cruz",accepted
speskinfy,Nova Southeastern University,deferred
lfairhamkv,Barnard College,denied
dshilvock9v,Stony Brook University,withdrawn
rclemmey46,Lawrence Technological University,waitlisted
vdelph9n,Kennesaw State University,deferred
fpolglazecm,Williams College,accepted
tserrell18,William Jewell College,pending
ebilesd3,Central Connecticut State University,waitlisted
abasscf,Texas Tech University,withdrawn
marrbt,Northwestern University,pending
dfaulconbridge75,New York University,denied
lfoadgs,Northwestern University,deferred
alatoura5,Gordon College,waitlisted
msharpousee,Gannon University,waitlisted
gohagan9b,"University of California, Santa Cruz",accepted
beplategj,University of Hartford,waitlisted
efarraway8x,Fordham University,withdrawn
hhamleni1,Idaho State University,denied
kjaquestu,Westmont College,accepted
alowndsbroughfi,Westmont College,deferred
eclynmanov,Rider University,accepted
cerasmus4i,Central Connecticut State University,deferred
bshowers4,University of Utah,deferred
drawdalesr8,Mississippi State University,waitlisted
alauder45,Moravian College,accepted
kbraddick5p,Reed College,waitlisted
gparelloe,Mount Holyoke College,waitlisted
mmcasgillpn,Merrimack College,pending
goldcoteew,Massachusetts Institute of Technology,accepted
gconwellef,Suffolk University,denied
agurtonqm,"California State University, East Bay",accepted
lblanningpd,Drake University,accepted
bmurgatroydmv,Mount Holyoke College,pending
rcalvieh8,Colgate University,deferred
rlangrishg3,Rice University,pending
rmackain1a,Eastern Washington University,waitlisted
jstocks1c,New York University,pending
ajaquiss6a,Rice University,withdrawn
smcgoldrick81,Nova Southeastern University,accepted
hwakeford40,Salve Regina University,accepted
zlattinqd,North Park University,withdrawn
dhaconbq,Gannon University,accepted
adavidoviczqj,Indiana University Bloomington,deferred
pbonasm8,Stevenson University,withdrawn
vmilillori,Smith College,accepted
bcarlettqk,University of Hartford,withdrawn
jdurram61,"University of California, Santa Barbara",accepted
cspightfm,Fordham University,waitlisted
rloftier2,Washington & Jefferson College,withdrawn
abasscf,Campbell University,denied
rclemmey46,University of Kentucky,waitlisted
ereed9f,Drake University,waitlisted
rhandscombedj,Massachusetts Institute of Technology,waitlisted
dgladdis3w,University of Delaware,pending
dgebuhreu,American University,denied
kveljesg0,William Jewell College,waitlisted
dvockings4d,Massachusetts Institute of Technology,withdrawn
kstainlandnx,University of Delaware,accepted
kroust1r,Rochester Institute of Technology,waitlisted
hhillbornef9,North Park University,denied
rlarkworthyo6,"University of Nevada, Reno",accepted
cmunceybb,Mississippi State University,accepted
eaviss2p,The College of Wooster,pending
mlorneff,Salve Regina University,accepted
ejosephsenpg,Carnegie Mellon University,pending
soleahy8q,Illinois College,accepted
jstocks1c,University of Houston,accepted
lschohier2u,Iona College,withdrawn
eclynmanov,Nova Southeastern University,deferred
jschneidar3z,Hope College,deferred
mslixbyl5,Hope College,denied
bphayre2g,Samford University,withdrawn
dhaconbq,Barnard College,denied
nspleving8b,Texas Tech University,denied
flummasana3i,University of Montana,accepted
bpritchittme,"California State University, Fresno",pending
mtozerdt,Clarkson University,pending
gmedewaylx,Campbell University,pending
fstokermf,New York University,accepted
jorgen5s,Suffolk University,denied
dgardinerng,Idaho State University,waitlisted
mcoolingdu,William Jewell College,withdrawn
dgoringj8,Iona College,denied
cleblond7i,Florida Gulf Coast University,pending
mplumbca,Gordon College,accepted
fwalford5r,Mount Holyoke College,withdrawn
dmattevill,Mount Holyoke College,waitlisted
cbainbriggemo,"University of California, Davis",pending
pvanderbaaren4b,Carnegie Mellon University,pending
rmarkovap7,Texas Tech University,withdrawn
gpeiroi0,Centre College,withdrawn
msharpousee,Idaho State University,withdrawn
apicardam,John Carroll University,deferred
ckorthu,North Park University,pending
jsarjent6v,North Park University,accepted
cdinwoodiee3,William Jewell College,deferred
dfargherrp,Drake University,waitlisted
dyessonfr,Fordham University,pending
warbuckel0,Nova Southeastern University,pending
lkomorowskigm,Northwestern University,accepted
tgaroghanon,Hope College,denied
rabdeya7,"University of California, Davis",waitlisted
cplastown2,Salve Regina University,pending
eantwisrf,Hendrix College,accepted
cdymottak,William Jewell College,deferred
mpaleyou,American University,accepted
lmathesonbw,Providence College,denied
gritchmannb,University of San Diego,waitlisted
fyushkinol,DePauw University,accepted
rtolhurst3q,Berry College,deferred
blevet8j,"University of California, Santa Cruz",accepted
fmerrydewh2,"University of California, Santa Cruz",withdrawn
lwatmoughf8,Carnegie Mellon University,withdrawn
ptroygq,University of Arizona,pending
ageipel17,Wagner College,waitlisted
ljanjusevico8,San Diego State University,accepted
mcaudelierdl,Drake University,waitlisted
wbrownsallbj,Stony Brook University,waitlisted
hmclernonfx,New York University,denied
bcarlettqk,Massachusetts Institute of Technology,accepted
slacy9w,Carnegie Mellon University,waitlisted
tampsrr,"University of California, Santa Barbara",accepted
gbrocktonid,Clarkson University,accepted
hcorbetfn,Princeton University,accepted
alivettpu,University of Central Florida,waitlisted
dhuncootmx,Texas Tech University,deferred
mmulberry6m,Clarkson University,withdrawn
mmosco6e,Texas Christian University,pending
rmidfordof,Rice University,denied
alatoura5,Mercer University,pending
mvossejb,Gettysburg College,pending
blevet8j,DePauw University,pending
ebirks89,Gannon University,withdrawn
mroffey78,Westmont College,deferred
jrotham7b,Berry College,pending
smeadusg,Texas Tech University,deferred
nhawtinln,Colgate University,deferred
sratcliffe1b,Merrimack College,withdrawn
tserrell18,Stevenson University,withdrawn
mgert6h,Missouri University of Science and Technology,withdrawn
nboulsherqo,St Bonaventure University,accepted
lvogel4y,Campbell University,deferred
dmattevill,Mississippi State University,accepted
cseaversia,Franklin & Marshall College,withdrawn
ftomlinson2f,Kalamazoo College,waitlisted
dfrancesch2s,University of Montana,denied
rledinghameg,Hendrix College,accepted
alukesch87,Clarkson University,denied
ttanslie7s,Saint Louis University,withdrawn
rheake53,Lawrence Technological University,denied
grhydderchjc,Westmont College,withdrawn
jdurram61,Gordon College,accepted
cpierson4q,School of the Art Institute of Chicago,waitlisted
dmacalindeng1,Siena College,denied
jkarpfr4,American University,deferred
phayzerfa,University of Richmond,accepted
twabbps,Berry College,withdrawn
ndescoffierji,Iona College,withdrawn
mmisklm,"University of Nevada, Reno",accepted
cneighbour1u,Princeton University,withdrawn
pearengeyit,Rice University,denied
hslaghtga,Transylvania University,denied
padin65,Utah State University,accepted
