userid,college,status
alambdonib,Drexel University,denied
bcarlettqk,SUNY College of Environmental Science and Forestry,withdrawn
nolivetiae,Texas Christian University,pending
aspehrq4,Drake University,withdrawn
srochewellir,Salve Regina University,pending
tgrissbu,Suffolk University,deferred
sdifranceshci3r,SUNY College of Environmental Science and Forestry,accepted
rackensonkn,Gordon College,denied
bclandillon9s,Central Connecticut State University,withdrawn
agillesonm1,University of Alabama at Birmingham,deferred
bgatchell6r,Florida Gulf Coast University,waitlisted
dwyard6z,Samford University,deferred
tbenezek7,Transylvania University,deferred
rtrytsmando,Rochester Institute of Technology,denied
bjanssonn1,Nova Southeastern University,withdrawn
igeockleqw,Indiana University Bloomington,waitlisted
cholbykx,William Jewell College,denied
rannellct,Missouri University of Science and Technology,pending
ebirks89,Wagner College,withdrawn
rhamlyg9,Indiana University Bloomington,accepted
ksadgrove8i,Barnard College,deferred
mreadwinglh,Carnegie Mellon University,withdrawn
fpllucc,Manhattan College,accepted
jthainj,Stevenson University,withdrawn
pbiscop2,American University,accepted
mduvalqv,Lawrence Technological University,pending
kmcalpin4x,"University of Nevada, Reno",deferred
alatoura5,Rider University,denied
wbierton1t,Manhattan College,deferred
kaveriesai,University of Montana,waitlisted
mmcasgillpn,"University of Nevada, Reno",withdrawn
dlaurencot8r,Missouri University of Science and Technology,pending
psheptones,University of Maine,withdrawn
knurse21,Smith College,deferred
hkasper62,New Jersey Institute of Technology,denied
bheinschke67,University of Arkansas,withdrawn
arembrandtnd,Drexel University,pending
tjeaffresonmc,University of Richmond,denied
jcheavinlo,Centre College,withdrawn
kgianettinipt,Indiana University Bloomington,denied
hkasper62,Florida Gulf Coast University,pending
jvankovl1,Samford University,deferred
asotworthpe,Clarkson University,waitlisted
gparelloe,Smith College,denied
ckorthu,Eastern Washington University,denied
gsidebothamcp,Stony Brook University,deferred
cguidotti1y,Samford University,accepted
lkeverenv,Kennesaw State University,accepted
erudderhamn3,New York University,denied
smccuddennh,University of Massachusetts Amherst,withdrawn
lenzley31,San Diego State University,pending
wgonzaleska,Princeton University,waitlisted
bkintone1,SUNY College of Environmental Science and Forestry,deferred
rnelane7c,Texas Tech University,accepted
bjanssonn1,Texas Christian University,accepted
kdaubney3o,Centre College,withdrawn
loganc8,Rochester Institute of Technology,waitlisted
upetraccina,Merrimack College,withdrawn
mviney77,"California State University, Fresno",accepted
npricketto0,Saint Louis University,deferred
dhugkmi,Indiana University Bloomington,deferred
cseaversia,University of San Diego,deferred
tfantiniay,University of Richmond,denied
lavramowmn,Gettysburg College,deferred
dhugkmi,Central Connecticut State University,accepted
emaccookk0,University of Kentucky,withdrawn
jlurnerj5,University of Kentucky,deferred
bseppeyg8,San Diego State University,pending
urissom5i,Illinois College,denied
rtoffanellini,Rochester Institute of Technology,pending
kstainlandnx,Gordon College,waitlisted
eroufbp,Indiana University Bloomington,pending
bjanssonn1,University of Maine,withdrawn
afilippovn6,Gettysburg College,deferred
hfraczkiewiczo5,"University of California, Santa Barbara",withdrawn
ewaller2d,"California State University, Monterey Bay",denied
jburgot9o,Clarkson University,denied
cgoaksoh,Manhattan College,accepted
wtitmuss2w,University of Delaware,waitlisted
hfavelleoq,University of Kentucky,withdrawn
mjentzsch4h,Campbell University,waitlisted
esellerkh,University of Arizona,denied
bshowers4,Illinois College,deferred
bfiremanjm,San Diego State University,withdrawn
jcluelowft,University of Utah,withdrawn
snys9c,Reed College,deferred
ttoppes37,Drexel University,pending
mroffey78,Reed College,denied
fpllucc,University of Hartford,waitlisted
lower9a,Hendrix College,denied
rbernadebh,The College of St Scholastica,deferred
stoffts7q,University of Alabama at Birmingham,accepted
gtreharnek2,"University of California, Davis",waitlisted
soleahy8q,DePauw University,withdrawn
bkoppked1,Eastern Illinois University,withdrawn
tmurpheyhq,Texas Tech University,deferred
gshambroke38,Siena College,deferred
horumfe,Samford University,accepted
gmatevosianqy,University of Hartford,deferred
tjeaffresonmc,Gordon College,pending
fingley5x,Rider University,accepted
rromaintog,Temple University,deferred
tlacasepm,Lawrence Technological University,waitlisted
astorrockbc,Gettysburg College,withdrawn
slanfranchi1n,Clarkson University,denied
hteschecy,Manhattan College,accepted
adesportkm,Rice University,withdrawn
lsealy5f,Smith College,accepted
kseagek9,Rider University,pending
aspehrq4,Temple University,withdrawn
abasscf,Rice University,waitlisted
igeockleqw,Kalamazoo College,withdrawn
dmacalindeng1,University of Arizona,accepted
oroglierih,Massachusetts Institute of Technology,withdrawn
rpoldingeh,Gannon University,waitlisted
cbruinemanoy,The College of Wooster,pending
jwitterl8,Rochester Institute of Technology,denied
kcorkerch,Colgate University,waitlisted
bgunderson47,Centre College,deferred
mtremlettad,Providence College,deferred
hvigergh,Texas Tech University,accepted
rheake53,Nova Southeastern University,deferred
kbrissard7j,Massachusetts Institute of Technology,deferred
hwoodwingp5,Rider University,denied
sduffreea6,University of San Diego,pending
dhuncootmx,"University of California, Santa Cruz",denied
naldiecr,William Jewell College,waitlisted
cbaalhamj2,Washington & Jefferson College,withdrawn
vashbrookb5,Clarkson University,waitlisted
gpeiroi0,University of Montana,pending
fsachnoiw,Rider University,waitlisted
egaskarth9y,Texas Tech University,deferred
rvonsalzberg28,Westmont College,denied
jpaschokw,University of Illinois at Chicago,deferred
mshellard5j,William Jewell College,pending
sgoodlife7,Texas Tech University,deferred
jsarjent6v,University of Alabama,deferred
wbierton1t,Suffolk University,waitlisted
cgernerny,Illinois College,accepted
aemmattnw,Washington & Jefferson College,pending
gfrottonih,American University,deferred
amccarlot,"University of Nevada, Las Vegas",denied
stoffts7q,Lawrence Technological University,withdrawn
varrelldh,Suffolk University,deferred
bharfoot82,Iona College,denied
kkroutmm,University of Delaware,denied
cdymottak,Temple University,accepted
isneesbyor,New York University,pending
fdillestonmg,Clarkson University,waitlisted
fpllucc,New York University,withdrawn
pkeaveic,Eastern Illinois University,denied
lwaterstonefj,Washington & Jefferson College,accepted
wdestoopo1,Colgate University,accepted
pjester,Eastern Illinois University,deferred
acarpenter8n,University of Delaware,deferred
cbleier64,"California State University, East Bay",denied
wtrapp5o,Florida Gulf Coast University,pending
cmackeeg2l,University of Arkansas,withdrawn
mroffey78,SUNY College of Environmental Science and Forestry,waitlisted
amccarlot,"University of California, Santa Cruz",accepted
dlaurencot8r,SUNY College of Environmental Science and Forestry,deferred
bmetterickfg,Vassar College,deferred
jdavleygi,Providence College,accepted
gpeiroi0,DePauw University,accepted
cfewp4,Illinois College,pending
tkiebes1p,Clarkson University,pending
bludlow2o,Kalamazoo College,deferred
atunnicliffehc,Salve Regina University,pending
caymeri3,Fordham University,deferred
jcheavinlo,Iona College,deferred
khynsondb,Drake University,waitlisted
awoodalld0,Salve Regina University,pending
fhanscomeqc,Westmont College,withdrawn
mmcgaughayck,William Jewell College,accepted
bhastygo,Rochester Institute of Technology,denied
rtrytsmando,Idaho State University,deferred
smuncaster58,North Park University,withdrawn
fwalford5r,University of Montana,withdrawn
rdyh5,University of Arizona,withdrawn
fpielgl,Franklin & Marshall College,denied
mgregg5t,University of Richmond,pending
bcanbyaq,DePauw University,pending
swylemangd,Hope College,denied
gbenyanq6,Williams College,withdrawn
klinfoot1x,"University of Nevada, Reno",deferred
ldracksfordlg,Mount Holyoke College,denied
pgotch3v,SUNY College of Environmental Science and Forestry,withdrawn
gjentinjy,University of Delaware,waitlisted
rannellct,Lawrence Technological University,withdrawn
mcawkwellmj,Lawrence Technological University,withdrawn
vashbrookb5,Samford University,waitlisted
cerasmus4i,Berry College,withdrawn
lmathesonbw,University of Central Florida,waitlisted
cpidgeleyq3,University of Arizona,deferred
cdymottak,John Carroll University,pending
cbleier64,"University of California, Davis",pending
xbrum3g,Central Connecticut State University,accepted
ccolefordrn,Drexel University,withdrawn
bocheltree36,University of Central Florida,deferred
hcorbetfn,Rochester Institute of Technology,waitlisted
tscala1v,Salve Regina University,denied
ttanseyd,Temple University,withdrawn
bcroughan34,University of Central Florida,accepted
kphilliskirkrl,Hendrix College,denied
bgrottynv,Central Connecticut State University,pending
dlouther5,Roger Williams University,withdrawn
glazenby5c,Hope College,withdrawn
tbruckmanh7,Fordham University,withdrawn
bverlingf2,Eastern Washington University,denied
onorval96,Hope College,withdrawn
tdarthe50,SUNY College of Environmental Science and Forestry,withdrawn
smcgoldrick81,DePauw University,pending
hslaghtga,Nova Southeastern University,accepted
emaccookk0,"University of Nevada, Reno",denied
uhavikb8,Drake University,withdrawn
gbuttlerf0,Merrimack College,pending
cschutte6f,University of Massachusetts Amherst,accepted
rmabbf7,Princeton University,waitlisted
tattwaterqq,Kennesaw State University,withdrawn
grigtsc1,The College of Wooster,denied
aglanert4s,School of the Art Institute of Chicago,waitlisted
colenikov8k,Missouri University of Science and Technology,accepted
bscrivener5w,The College of Wooster,withdrawn
tjeaffresonmc,SUNY College of Environmental Science and Forestry,accepted
sstatter7k,University of Alabama at Birmingham,pending
fyushkinol,"University of Nevada, Reno",pending
ahuriche4v,Drexel University,pending
mmcasgillpn,American University,withdrawn
asellmanjt,University of San Diego,waitlisted
fhanscomeqc,Wagner College,accepted
tmcarthur60,"University of California, Santa Barbara",pending
padin65,Washington & Jefferson College,withdrawn
tkiebes1p,Moravian College,withdrawn
mlorneff,"University of California, Santa Cruz",withdrawn
gconiamce,Reed College,withdrawn
tgrissbu,Fordham University,accepted
sratcliffe1b,Massachusetts Institute of Technology,waitlisted
agrzeszczykfw,Northwestern University,waitlisted
jpattenep,University of Central Florida,withdrawn
horumfe,Gordon College,accepted
slabastida1,Stevenson University,denied
qrucklidgecl,Iona College,denied
rbrydonj6,Rochester Institute of Technology,accepted
asollarsea,Eastern Illinois University,accepted
mcarlettil0,Texas Christian University,pending
kgianettinipt,Utah State University,accepted
tfeltennp,University of Arkansas,pending
dgallicom2,"University of Nevada, Las Vegas",accepted
fpielgl,University of Utah,deferred
adepinnahb,Idaho State University,pending
lkomorowskigm,Princeton University,denied
mgrebnerpp,Temple University,pending
asmidmore54,Smith College,withdrawn
mcarlettil0,Illinois College,waitlisted
jcluelowft,School of the Art Institute of Chicago,waitlisted
rtowsdi,University of Montana,accepted
dhindenbergerq,Missouri University of Science and Technology,withdrawn
rcalvieh8,Hendrix College,waitlisted
kbresnergz,University of Hartford,accepted
mcaudelierdl,SUNY College of Environmental Science and Forestry,accepted
dgimenezje,Vassar College,withdrawn
bshowers4,North Park University,accepted
astorrockbc,SUNY College of Environmental Science and Forestry,deferred
cdurgan2y,Barnard College,pending
rhandscombedj,Mount Holyoke College,accepted
jburgot9o,Manhattan College,pending
ttanslie7s,Saint Louis University,denied
bscrivener5w,Providence College,pending
phammersley1w,"University of California, Santa Cruz",deferred
soreaganku,Illinois College,withdrawn
tjeaffresonmc,Texas Christian University,denied
kantognonibr,University of Montana,withdrawn
kcorkerch,University of Houston,denied
jpalphreymanfo,"California State University, Fresno",withdrawn
dgebuhreu,New Jersey Institute of Technology,accepted
rnelane7c,Salve Regina University,waitlisted
cjermyc0,"University of Nevada, Reno",pending
amorsonmr,Mount Holyoke College,deferred
bscrivener5w,New Jersey Institute of Technology,withdrawn
aferebeeen,"University of California, Santa Cruz",denied
asollarsea,Utah State University,waitlisted
kfilippazzo8c,Centre College,accepted
mnucator2x,Carnegie Mellon University,denied
tdarthe50,Lawrence Technological University,deferred
dgebuhreu,Campbell University,withdrawn
ekelingpa,Nova Southeastern University,withdrawn
kredhollsb2,"California State University, Monterey Bay",denied
cbellinooo,Florida Gulf Coast University,pending
cgoaksoh,DePauw University,accepted
chollingdalen8,Hope College,pending
bfettiplacekl,Smith College,pending
kiglesiagr,Washington & Jefferson College,withdrawn
lcarlesso1g,Indiana University Bloomington,deferred
nwhitneykt,Merrimack College,waitlisted
nelstuba,Lawrence Technological University,accepted
lhollowsd2,Florida Gulf Coast University,accepted
vheigl3b,School of the Art Institute of Chicago,accepted
mborland7v,Siena College,deferred
mmisklm,Barnard College,accepted
rmidfordof,Gordon College,waitlisted
bcrossgv,Central Connecticut State University,denied
mborkett6w,Berry College,deferred
amottershaw7f,University of Alabama,denied
asotworthpe,Smith College,withdrawn
slongwoodbg,Central Connecticut State University,withdrawn
gmedewaylx,Idaho State University,accepted
alatoura5,Northwestern University,accepted
mcoolingdu,Indiana University Bloomington,waitlisted
hivanin8l,Samford University,deferred
atetherf5,Nova Southeastern University,accepted
mritmeier88,Idaho State University,denied
vdelph9n,Reed College,denied
sduffreea6,Temple University,waitlisted
alowndsbroughfi,New Jersey Institute of Technology,waitlisted
pphython1e,University of Hartford,deferred
atunnicliffehc,St Bonaventure University,deferred
jpattenep,Centre College,pending
mderuelom,University of Houston,denied
ncaldwallc4,Gordon College,pending
tscala1v,Rochester Institute of Technology,deferred
jvankovl1,Texas Tech University,accepted
ebulgen94,University of Houston,withdrawn
uoxfordei,University of Richmond,waitlisted
jbuttruml2,San Diego State University,waitlisted
cneesonki,Gannon University,denied
mlaweycd,New Jersey Institute of Technology,waitlisted
sshawag,Texas Christian University,deferred
hsneppbx,The College of St Scholastica,withdrawn
ptroygq,Stony Brook University,deferred
mderuelom,"California State University, Monterey Bay",accepted
rtebbe8w,University of Delaware,pending
rarnor7,The College of Wooster,denied
lallot3,North Park University,denied
kveljesg0,Florida Gulf Coast University,withdrawn
agoldup9r,Illinois College,denied
bfranchyonok1i,School of the Art Institute of Chicago,waitlisted
rclemmey46,University of Illinois at Chicago,deferred
gbenyanq6,"University of California, Santa Cruz",denied
rcroney20,University of Kentucky,denied
dfollet51,Kalamazoo College,pending
pwathankb,New Jersey Institute of Technology,withdrawn
rbertouloumepl,Massachusetts Institute of Technology,accepted
cbunnellf3,University of Richmond,deferred
tfeltennp,Carnegie Mellon University,waitlisted
lower9a,Colorado College,withdrawn
sstatter7k,St Bonaventure University,withdrawn
jalessandrinias,"California State University, East Bay",accepted
bphayre2g,Missouri University of Science and Technology,accepted
zdissr6,University of Houston,withdrawn
bcroughan34,Salve Regina University,accepted
rmarkovap7,Idaho State University,withdrawn
alivettpu,Westmont College,pending
nlucchij7,Wagner College,pending
ksimonettoaw,Smith College,deferred
febblesk4,Colgate University,accepted
glunamfk,North Park University,deferred
hbrittonerbv,Indiana University Bloomington,denied
bgatchell6r,Centre College,accepted
lsealy5f,Massachusetts Institute of Technology,waitlisted
kdovydenasqf,Indiana University Bloomington,accepted
tjeaffresonmc,Central Connecticut State University,withdrawn
afader95,Princeton University,deferred
rclericoates2r,Gettysburg College,pending
khickenbottomcn,Saint Louis University,pending
pweeksho,Campbell University,withdrawn
ereed9f,University of Kentucky,withdrawn
cdymottak,Samford University,deferred
agoldsec,The College of St Scholastica,deferred
pearengeyit,University of Kentucky,withdrawn
loreilly2m,Hendrix College,accepted
rmidfordof,Colgate University,waitlisted
gritchmannb,Gordon College,denied
dnuschke8g,Idaho State University,accepted
pbuckbee1k,University of Richmond,deferred
fpolglazecm,Mount Holyoke College,deferred
rgeater91,Drexel University,deferred
cdurgan2y,SUNY College of Environmental Science and Forestry,waitlisted
rduggary98,Drexel University,deferred
mhammerberger2,Rice University,accepted
cgiddy3j,University of Hartford,accepted
rbertouloumepl,"University of California, Santa Cruz",accepted
jdavleygi,University of Kentucky,denied
pwathankb,Princeton University,pending
btarpeyqu,Franklin & Marshall College,accepted
jkarpfr4,Rice University,waitlisted
tdarthe50,Rochester Institute of Technology,waitlisted
nbinesteadcv,New York University,accepted
stoffts7q,University of Maine,deferred
nmeir8a,"University of California, Santa Barbara",deferred
dfollet51,Carnegie Mellon University,accepted
mprimett25,Wagner College,accepted
dfargherrp,University of San Diego,denied
rbertouloumepl,Rice University,pending
rdyh5,University of Arizona,waitlisted
mwinsper14,SUNY College of Environmental Science and Forestry,pending
afranzonellopy,New York University,deferred
warbuckel0,New Jersey Institute of Technology,deferred
cdurgan2y,Hendrix College,deferred
lovittspc,Iona College,denied
jpattenep,Drexel University,pending
ejosephsenpg,University of Arizona,withdrawn
fprobettsac,Suffolk University,deferred
bswale7e,American University,waitlisted
bzimmeri4,Wagner College,accepted
jjacobovitchq0,"University of California, Santa Cruz",pending
rbernadebh,Eastern Illinois University,withdrawn
vdelph9n,Fordham University,deferred
kcogginau,Rice University,waitlisted
mnansom5v,Washington & Jefferson College,withdrawn
jrotham7b,Stony Brook University,deferred
bludlow2o,Campbell University,denied
ciashviliky,School of the Art Institute of Chicago,accepted
csenettdn,"California State University, Fresno",withdrawn
ftrott27,University of Arkansas,withdrawn
jreadbl,Salve Regina University,waitlisted
aspehrq4,"University of Nevada, Reno",pending
lmathesonbw,Wagner College,accepted
iankerii,Colgate University,waitlisted
bchesshyreer,University of Richmond,deferred
jvankovl1,Moravian College,pending
rmincini5a,Northwestern University,accepted
bpritchittme,University of Central Florida,denied
bdesimoniba,Eastern Illinois University,withdrawn
bparrishlq,San Diego State University,pending
adingle57,Fordham University,accepted
gcroncheyie,Smith College,withdrawn
jpaschokw,University of Alabama at Birmingham,accepted
loguzi2,University of San Diego,waitlisted
msweedlandd7,University of Central Florida,waitlisted
hwoodwingp5,Moravian College,waitlisted
cprisen4,Westmont College,accepted
dhaconbq,Transylvania University,waitlisted
jchoatrm,Smith College,withdrawn
cwythillg2,Florida Gulf Coast University,deferred
ahamstead16,Roger Williams University,deferred
rtoffanellini,Mount Holyoke College,accepted
mgregg5t,Northwestern University,waitlisted
gmixterqh,Reed College,waitlisted
cseaversia,Smith College,withdrawn
rbrowell4z,Manhattan College,pending
bbosse7t,School of the Art Institute of Chicago,accepted
kcleareb6,Salve Regina University,withdrawn
fdulinty4e,Texas Tech University,deferred
ahuriche4v,University of Alabama at Birmingham,withdrawn
cfilpi8m,Rider University,denied
hvigergh,Texas Tech University,withdrawn
nbrosekefv,Texas Christian University,denied
jlurnerj5,Missouri University of Science and Technology,withdrawn
bcrossgv,University of Montana,waitlisted
cdinwoodiee3,Reed College,accepted
ereed9f,Franklin & Marshall College,accepted
kbraddick5p,Texas Christian University,pending
hclowsleyqs,Missouri University of Science and Technology,denied
kharlockmp,University of Alabama at Birmingham,deferred
ljanjusevico8,"University of Nevada, Las Vegas",denied
cguidotti1y,University of Richmond,withdrawn
akeirn,Rochester Institute of Technology,waitlisted
dshilvock9v,Carnegie Mellon University,denied
vcovottikp,Washington & Jefferson College,pending
glunamfk,University of Kentucky,deferred
aspehrq4,Salve Regina University,withdrawn
zdissr6,Illinois College,waitlisted
fwalford5r,Wagner College,deferred
doxmw,Massachusetts Institute of Technology,withdrawn
tnewcomelp,Stevenson University,withdrawn
emacgorleyhw,Samford University,accepted
gbenyanq6,Rider University,denied
phammersley1w,Lawrence Technological University,denied
rabdeya7,Florida Gulf Coast University,accepted
fpllucc,University of Kentucky,waitlisted
eivanikov2q,DePauw University,withdrawn
ccrucesfs,Lawrence Technological University,pending
sjiruchre,University of Alabama,withdrawn
llowth7l,Stevenson University,denied
jbaggedq,The College of St Scholastica,withdrawn
fhordle30,University of Kentucky,pending
sdeenyin,Drexel University,denied
ewaller2d,University of Montana,accepted
pautonh3,Rice University,deferred
fbellochc3,"California State University, Monterey Bay",denied
fwestbrook5l,Nova Southeastern University,withdrawn
efarraway8x,New York University,withdrawn
wfoort8e,Suffolk University,accepted
jpalphreymanfo,Kennesaw State University,denied
dgirkin52,"University of Nevada, Las Vegas",withdrawn
dduseyod,"California State University, East Bay",denied
egaskarth9y,Moravian College,withdrawn
slacy9w,Salve Regina University,withdrawn
jgorgesf4,Washington & Jefferson College,pending
ghabble1f,Siena College,waitlisted
hkitchingnm,Transylvania University,pending
aglanert4s,SUNY College of Environmental Science and Forestry,deferred
tfantiniay,SUNY College of Environmental Science and Forestry,deferred
afilippovn6,Siena College,waitlisted
kfilippazzo8c,"University of Nevada, Las Vegas",accepted
bsamwellb7,University of Arkansas,deferred
gparelloe,Suffolk University,deferred
mdow24,"University of California, Davis",waitlisted
bsabate66,University of Richmond,deferred
cbaalhamj2,Rice University,accepted
lsealy5f,Drake University,denied
imarquotfp,Stony Brook University,deferred
kstorey99,Manhattan College,deferred
fkeightley8h,Texas Christian University,accepted
gstraker6o,The College of St Scholastica,accepted
esmietonlz,"University of California, Davis",denied
rgeater91,Texas Tech University,waitlisted
thefferank,Washington & Jefferson College,pending
mschechter6b,Vassar College,deferred
rtoffanellini,Drake University,deferred
drawdalesr8,New York University,withdrawn
jpalphreymanfo,John Carroll University,deferred
mdyetip,St Bonaventure University,pending
rdriverj0,Carnegie Mellon University,denied
aleonardi9e,Reed College,pending
esmietonlz,Eastern Washington University,accepted
gmundowl9,University of Utah,waitlisted
colenikov8k,Mississippi State University,waitlisted
ljanjusevico8,Smith College,pending
cgricelv,"University of Nevada, Reno",deferred
mcawkwellmj,Colgate University,waitlisted
pgotch3v,Temple University,accepted
eivanikov2q,Vassar College,withdrawn
wstannasmz,Kennesaw State University,accepted
lwatmoughf8,"California State University, East Bay",waitlisted
lharriskinek1,American University,waitlisted
bneubiginfb,University of Hartford,denied
fschiementzrc,"University of Nevada, Las Vegas",withdrawn
rbyrehi,University of Delaware,accepted
kveljesg0,Wagner College,pending
jpalphreymanfo,School of the Art Institute of Chicago,withdrawn
emedddm,Manhattan College,waitlisted
vdaughtreyph,Florida Gulf Coast University,denied
ggrissett4c,Vassar College,deferred
ccorrettan,"University of California, Santa Barbara",withdrawn
dboulsherc2,Centre College,waitlisted
vpayntonbi,Kalamazoo College,deferred
edatono9,Hope College,deferred
bdargavelp9,University of Hartford,denied
esellerkh,Williams College,denied
atitchmarshdk,University of San Diego,withdrawn
mknevetpb,Siena College,withdrawn
nraglesa2,University of Kentucky,pending
mmonaghan8,Barnard College,waitlisted
rgeater91,University of Richmond,pending
tnewcomelp,Rider University,waitlisted
jjacobovitchq0,University of Utah,accepted
bclandillon9s,Drexel University,pending
hivanin8l,Wagner College,waitlisted
ckorthu,Texas Christian University,withdrawn
vmilillori,Northwestern University,withdrawn
npricketto0,St Bonaventure University,accepted
sgoodlife7,"University of Nevada, Las Vegas",accepted
lantonowiczrb,University of Richmond,accepted
mwatmanqz,Eastern Washington University,pending
crikkardr3,University of Montana,pending
avanderbaaren3x,Reed College,waitlisted
rbrowell4z,Washington & Jefferson College,accepted
cgerbjs,New Jersey Institute of Technology,deferred
caymeri3,Florida Gulf Coast University,accepted
pmedfordpf,"California State University, Fresno",accepted
olabdon2k,Texas Tech University,deferred
lmckernonrq,North Park University,waitlisted
adavidoviczqj,Vassar College,pending
jpaschokw,"California State University, East Bay",withdrawn
loguzi2,Fordham University,denied
efarraway8x,University of Maine,deferred
lfilipponeaz,School of the Art Institute of Chicago,deferred
lkeverenv,Roger Williams University,deferred
imarquotfp,Drexel University,denied
hhillbornef9,Stony Brook University,accepted
bjanssonn1,Idaho State University,waitlisted
afader95,New Jersey Institute of Technology,accepted
bnesterovil,"University of California, Santa Cruz",denied
mnormavilleos,Providence College,denied
dnuschke8g,Central Connecticut State University,pending
bbute3u,Vassar College,accepted
jpantonecu,SUNY College of Environmental Science and Forestry,deferred
dmitchleyow,DePaul University,pending
ggaler8y,University of Montana,denied
tradnagec7,School of the Art Institute of Chicago,pending
