userid,college,status
ftomlinson2f,Massachusetts Institute of Technology,accepted
eaviss2p,William Jewell College,accepted
kmullalynn,Texas Christian University,accepted
klassells8s,Fordham University,pending
dduseyod,Massachusetts Institute of Technology,withdrawn
abreedb4,School of the Art Institute of Chicago,accepted
lgiddensey,Mount Holyoke College,waitlisted
cbunnellf3,University of Alabama at Birmingham,denied
bdresserk3,Eastern Illinois University,withdrawn
fschiementzrc,The College of Wooster,denied
kpenhallcx,University of Houston,denied
mvint7y,Kennesaw State University,pending
afilippovn6,Princeton University,accepted
rarnor7,Florida Gulf Coast University,pending
mdoiley1m,University of Illinois at Chicago,accepted
oroglierih,William Jewell College,waitlisted
gireson5d,Manhattan College,deferred
cfilpi8m,New York University,deferred
acutressix,University of Montana,accepted
tgaroghanon,Nova Southeastern University,deferred
tornilsls,University of Arizona,waitlisted
esellerkh,Barnard College,denied
jbrixey5,Centre College,withdrawn
jpalphreymanfo,Eastern Illinois University,denied
fibberson79,St Bonaventure University,waitlisted
rfenbyg6,Barnard College,denied
ahamstead16,Kalamazoo College,withdrawn
kkolyaginmk,Princeton University,withdrawn
rtrytsmando,Kennesaw State University,accepted
ahamstead16,Central Connecticut State University,deferred
cneesonki,"University of California, Davis",accepted
hleggesnt,Rice University,waitlisted
atilne1q,Siena College,accepted
pcochhf,University of Illinois at Chicago,withdrawn
esmietonlz,"California State University, Monterey Bay",waitlisted
mtremlettad,Centre College,deferred
amattkegb,Smith College,accepted
mroseborougho4,School of the Art Institute of Chicago,waitlisted
tampsrr,University of Maine,denied
lsealy5f,Carnegie Mellon University,deferred
kbeards6x,DePauw University,pending
kmcalpin4x,Northwestern University,deferred
rbertouloumepl,Franklin & Marshall College,deferred
tmecchigg,Northwestern University,accepted
aharrismithra,Merrimack College,denied
bhopferev,Saint Louis University,deferred
btredgolda3,Rochester Institute of Technology,deferred
tbreakwellh6,Florida Gulf Coast University,deferred
etilfordik,New York University,waitlisted
gmarcome7r,Wagner College,waitlisted
nsempillml,San Diego State University,deferred
kdovydenasqf,Idaho State University,accepted
vcasassai8,"California State University, Monterey Bay",waitlisted
lharbertsonn7,University of San Diego,denied
rfenbyg6,Transylvania University,pending
cfewp4,Smith College,denied
kbresnergz,Colorado College,waitlisted
garrellqi,Northwestern University,waitlisted
dhugkmi,Illinois College,denied
cgodlipnz,The College of Wooster,waitlisted
itousey22,Texas Christian University,accepted
llefeuvreq5,Salve Regina University,deferred
dringsell3t,DePaul University,denied
klassells8s,Washington & Jefferson College,deferred
smccullock3h,Northwestern University,waitlisted
gmarcome7r,Smith College,pending
dfrancesch2s,Centre College,accepted
acarpenter8n,Smith College,pending
cfewp4,Gettysburg College,accepted
igeockleqw,Missouri University of Science and Technology,waitlisted
speskinfy,Kennesaw State University,denied
dgardinerng,Lawrence Technological University,deferred
gbrocktonid,North Park University,withdrawn
gshambroke38,Kalamazoo College,accepted
awilprecht3d,Saint Louis University,withdrawn
ohrinchishine6,University of Richmond,accepted
cbruna90,Westmont College,pending
atitchmarshdk,Gettysburg College,withdrawn
kfloyd4u,Colgate University,deferred
zmarchent1d,University of Maine,pending
tkiebes1p,William Jewell College,accepted
gmulvihillhr,Temple University,pending
erudderhamn3,DePaul University,denied
sscolefc,Franklin & Marshall College,denied
ctynewellmt,University of Utah,denied
avanderbaaren3x,William Jewell College,denied
cgodlipnz,Centre College,waitlisted
mtremlettad,Texas Tech University,waitlisted
spenk2e,Lawrence Technological University,pending
gcookesja,Rochester Institute of Technology,denied
bmurgatroydmv,University of Alabama at Birmingham,deferred
wchamah,Indiana University Bloomington,pending
hhamleni1,Westmont College,waitlisted
lmaidendg,University of Hartford,denied
cpardalop,John Carroll University,waitlisted
mkeenleyside5e,Reed College,accepted
sshawag,Nova Southeastern University,pending
ccorrettan,University of Utah,withdrawn
fkeightley8h,Eastern Illinois University,withdrawn
tmecchigg,Washington & Jefferson College,denied
nbiddlecombelj,Hendrix College,withdrawn
rloftier2,University of Kentucky,waitlisted
kdigiorgiojz,Smith College,waitlisted
cgerbjs,St Bonaventure University,pending
llindholm4g,Drexel University,accepted
kgianettinipt,Gordon College,denied
dcanape80,Kennesaw State University,waitlisted
nbiddlecombelj,The College of Wooster,denied
gcroncheyie,Williams College,denied
edatono9,Colgate University,pending
nivanyushkinnr,University of Massachusetts Amherst,accepted
grubinowitsch9t,University of Hartford,waitlisted
adesportkm,Florida Gulf Coast University,pending
bpedrielli6n,"University of California, Santa Cruz",withdrawn
atunnicliffehc,University of Arkansas,withdrawn
estorer6j,Suffolk University,pending
bjanssonn1,SUNY College of Environmental Science and Forestry,pending
ftrott27,University of Alabama,denied
mpaleyou,Campbell University,withdrawn
jcluelowft,Campbell University,accepted
llindholm4g,Temple University,accepted
cdymottak,Colorado College,accepted
aferebeeen,Texas Tech University,withdrawn
awoodalld0,University of Utah,deferred
bphayre2g,Barnard College,waitlisted
bbosse7t,Transylvania University,denied
kglanz6u,SUNY College of Environmental Science and Forestry,waitlisted
fstokermf,DePaul University,accepted
cpierson4q,Temple University,deferred
fpielgl,Eastern Illinois University,denied
agarno3,Gannon University,pending
tattwaterqq,University of Alabama,denied
gconwellef,Eastern Illinois University,withdrawn
gdanaharh4,Stevenson University,pending
tradnagec7,New York University,deferred
bkyte8f,University of Delaware,accepted
rmincini5a,Stevenson University,waitlisted
acutressix,John Carroll University,denied
hkitchingnm,University of Delaware,withdrawn
fingley5x,Fordham University,waitlisted
jschneidar3z,Barnard College,accepted
rdodsworthdr,Moravian College,accepted
zarstallci,"University of Nevada, Las Vegas",pending
sminguetkf,Texas Christian University,pending
gkeggins9g,Washington & Jefferson College,denied
pwathankb,Providence College,accepted
cbeernt9h,Merrimack College,withdrawn
rdraijerd4,Utah State University,accepted
eantwisrf,Hope College,pending
kantognonibr,Central Connecticut State University,accepted
gdanaharh4,Hendrix College,denied
tmcarthur60,Iona College,pending
emedddm,Stony Brook University,deferred
gstobbartm5,Stevenson University,deferred
hpattesall2i,"California State University, Monterey Bay",denied
lwaterstonefj,Transylvania University,deferred
lantognellimb,"California State University, Fresno",waitlisted
mcoolingdu,University of Central Florida,withdrawn
apicardam,Texas Tech University,pending
lmcilhatton9z,Rochester Institute of Technology,accepted
mgresswellat,New Jersey Institute of Technology,accepted
etilfordik,Gordon College,pending
slanfranchi1n,Utah State University,accepted
rchevolleau43,University of Richmond,pending
tculshewh9,Illinois College,waitlisted
rvonsalzberg28,University of San Diego,withdrawn
agoldup9r,University of Kentucky,withdrawn
mkeenleyside5e,DePauw University,denied
adepinnahb,Utah State University,withdrawn
sduffreea6,Barnard College,pending
dfaulconbridge75,Hope College,accepted
kkolyaginmk,University of Arkansas,waitlisted
cguidotti1y,Wagner College,deferred
eclynmanov,Providence College,deferred
edavydychev92,San Diego State University,waitlisted
aspehrq4,University of Delaware,deferred
kharlockmp,"California State University, East Bay",waitlisted
seaglesa8,Moravian College,waitlisted
gledingtonhy,Fordham University,accepted
aspitaronu,University of Hartford,accepted
asollarsea,Colorado College,denied
lantonowiczrb,Suffolk University,deferred
smarriagedx,University of Arkansas,pending
dgallicom2,Central Connecticut State University,deferred
urissom5i,Colorado College,withdrawn
cdunnanaj,DePaul University,denied
jpantonecu,Illinois College,withdrawn
hedes1j,Williams College,waitlisted
sscolefc,Idaho State University,waitlisted
bdresserk3,"University of California, Davis",waitlisted
dtunnacliffenc,University of Hartford,waitlisted
bwitardiz,Hope College,accepted
loganc8,Clarkson University,pending
flightbourn70,Hendrix College,accepted
tbengalx,Salve Regina University,deferred
tbarsama1,University of Utah,denied
akerwickjv,"University of California, Santa Cruz",pending
wmetzing42,"California State University, East Bay",withdrawn
khickenbottomcn,DePauw University,denied
mlateyrj,Salve Regina University,withdrawn
abreedb4,Hendrix College,withdrawn
jlarkingsnf,Texas Christian University,deferred
sduffreea6,Clarkson University,withdrawn
nbinesteadcv,Eastern Washington University,deferred
anisenf6,University of Arizona,accepted
mvossejb,University of Alabama,withdrawn
aemmattnw,Manhattan College,deferred
gpagettkg,Hendrix College,waitlisted
cleall7h,Kennesaw State University,denied
cbeggini59,St Bonaventure University,waitlisted
vmilillori,Colorado College,waitlisted
dbabinski6k,Northwestern University,deferred
vdaughtreyph,University of Kentucky,withdrawn
ahadigatejg,Hendrix College,deferred
flomiscz,Texas Christian University,denied
emedddm,Reed College,withdrawn
pbuckbee1k,Smith College,deferred
bclearyeo,Colorado College,deferred
sscolefc,Eastern Washington University,denied
estorer6j,Stevenson University,deferred
ncaldwallc4,Merrimack College,deferred
csidnell23,University of Delaware,withdrawn
srankling6i,Northwestern University,denied
ldraceyav,University of Illinois at Chicago,accepted
tkleiser6p,University of Delaware,waitlisted
jlarkingsnf,Northwestern University,pending
aspehrq4,DePaul University,withdrawn
gcogarpj,University of Illinois at Chicago,denied
fbellochc3,SUNY College of Environmental Science and Forestry,denied
bhopferev,"University of Nevada, Reno",deferred
sstaner3c,Merrimack College,deferred
alukesch87,University of Massachusetts Amherst,deferred
mcoolingdu,"University of Nevada, Las Vegas",waitlisted
jcharlwoodao,Rider University,waitlisted
ttanslie7s,"California State University, Monterey Bay",waitlisted
lwatmoughf8,Franklin & Marshall College,deferred
hhuner9,Gettysburg College,deferred
amattkegb,Nova Southeastern University,deferred
sputtenq9,Gordon College,withdrawn
naldiecr,"University of Nevada, Reno",withdrawn
cisaacsondc,Massachusetts Institute of Technology,denied
pbonasm8,University of Montana,pending
ibartholomew3s,Moravian College,waitlisted
jcluelowft,Siena College,accepted
cbulleyfd,Hope College,denied
hwakeford40,North Park University,accepted
tkleiser6p,Suffolk University,denied
wglynnebs,Colorado College,pending
speskinfy,Central Connecticut State University,withdrawn
ksimonettoaw,Idaho State University,waitlisted
chowcroft8d,Kennesaw State University,denied
kseagrove9x,New Jersey Institute of Technology,waitlisted
kcookleygp,Central Connecticut State University,deferred
fdillestonmg,DePaul University,denied
jvarney4n,Kalamazoo College,accepted
nbiddlecombelj,Hope College,deferred
colenikov8k,Rider University,denied
tgrissbu,Utah State University,withdrawn
bgatchell6r,Williams College,pending
hkasper62,Princeton University,denied
alindroi5,Stony Brook University,waitlisted
gpayley6q,University of Arkansas,withdrawn
rloftinf1,Lawrence Technological University,withdrawn
flomiscz,School of the Art Institute of Chicago,deferred
mlingke,"University of California, Davis",denied
gbenyanq6,Eastern Illinois University,withdrawn
kseagek9,Providence College,withdrawn
cmosconkq,Campbell University,waitlisted
acarpenter8n,SUNY College of Environmental Science and Forestry,pending
scoramcq,Mount Holyoke College,waitlisted
ahuriche4v,Manhattan College,waitlisted
rcroney20,University of Delaware,accepted
tkiefer6c,Vassar College,denied
ewaller2d,New Jersey Institute of Technology,accepted
lritson4f,"University of California, Davis",deferred
bcrossgv,"California State University, East Bay",pending
vdelph9n,"University of Nevada, Las Vegas",deferred
agarno3,Kalamazoo College,withdrawn
adavidoviczqj,University of Hartford,withdrawn
gralton9,John Carroll University,denied
gdonnersberggc,Missouri University of Science and Technology,accepted
estorer6j,Suffolk University,withdrawn
smccuddennh,Missouri University of Science and Technology,pending
geady2c,William Jewell College,accepted
tmeadwayd8,Stony Brook University,accepted
lcarlesso1g,"University of California, Davis",denied
mtremlettad,Drexel University,pending
amittoniv,Hendrix College,pending
lschohier2u,Carnegie Mellon University,pending
fschiementzrc,DePauw University,pending
padin65,DePaul University,pending
acutressix,Florida Gulf Coast University,pending
oroskrug83,"University of Nevada, Las Vegas",accepted
srankling6i,University of San Diego,pending
dhuncootmx,Colorado College,accepted
mdewolfeab,"California State University, Monterey Bay",pending
mnansom5v,Eastern Washington University,withdrawn
seaggerjn,Drexel University,denied
rmackain1a,Clarkson University,denied
dlaurencot8r,Texas Tech University,denied
dbloxamqp,American University,withdrawn
lmcilhatton9z,Hendrix College,pending
wbosketfh,New York University,waitlisted
cfennelowb,Eastern Illinois University,deferred
dhuncootmx,Reed College,accepted
ebulgen94,Roger Williams University,accepted
cmosconkq,Smith College,pending
slabastida1,Iona College,deferred
mcaudelierdl,Williams College,denied
jgeelanfq,Colgate University,pending
hhamleni1,"University of Nevada, Las Vegas",withdrawn
sbeinbz,"California State University, East Bay",waitlisted
pindgsjh,New Jersey Institute of Technology,deferred
esmietonlz,School of the Art Institute of Chicago,deferred
jfilippozzidv,University of Alabama at Birmingham,waitlisted
hrosinabd,Drexel University,deferred
uhavikb8,"University of Nevada, Las Vegas",denied
mdow24,Temple University,waitlisted
fwestbrook5l,New Jersey Institute of Technology,withdrawn
amccarlot,Rice University,withdrawn
bcarlettqk,Providence College,pending
jpowleslandm7,University of Utah,withdrawn
fwestbrook5l,Carnegie Mellon University,pending
hrosinabd,Williams College,accepted
sduffreea6,University of Alabama,withdrawn
tradnagec7,University of Arizona,accepted
htierney7u,The College of St Scholastica,denied
afranktonb3,University of Montana,pending
slanfranchi1n,Texas Christian University,waitlisted
gstobbartm5,Gettysburg College,withdrawn
msherbourne10,School of the Art Institute of Chicago,accepted
charbinis,"University of California, Santa Cruz",withdrawn
jstobartq2,"University of California, Santa Cruz",pending
vtruran8p,Eastern Washington University,deferred
cdumbell68,Manhattan College,deferred
soreaganku,University of Richmond,waitlisted
mmonaghan8,Mercer University,denied
hdenisyevle,University of Utah,withdrawn
tmeadwayd8,Siena College,withdrawn
jlarkingsnf,Clarkson University,waitlisted
amccarlot,SUNY College of Environmental Science and Forestry,pending
tbartleetkc,Roger Williams University,waitlisted
pweeksho,Gordon College,pending
nelstuba,William Jewell College,waitlisted
ndescoffierji,Nova Southeastern University,waitlisted
bharfoot82,Wagner College,accepted
kmclaneqx,Centre College,pending
hdenisyevle,Drake University,deferred
pwathankb,Salve Regina University,pending
mnansom5v,Merrimack College,denied
dfollet51,University of Maine,denied
fprobettsac,Fordham University,withdrawn
mlaweycd,Gannon University,pending
etilfordik,North Park University,pending
rtolhurst3q,Hope College,withdrawn
tchastan7o,Transylvania University,deferred
kurienim,Drexel University,waitlisted
bcarlettqk,New York University,denied
kredhollsb2,North Park University,deferred
rmabbf7,Centre College,pending
rbladenel,Stevenson University,withdrawn
nboulsherqo,"University of Nevada, Las Vegas",pending
cbunnellf3,University of Delaware,accepted
ftrott27,Franklin & Marshall College,denied
csitlintonlt,Rice University,withdrawn
mroffey78,Transylvania University,pending
kvarnalsl4,American University,waitlisted
amacclenanmu,Rice University,deferred
tmecchigg,Temple University,deferred
cerasmus4i,Barnard College,denied
ccreminge,Kennesaw State University,accepted
btredgolda3,University of Delaware,denied
aferebeeen,Franklin & Marshall College,withdrawn
wtitmuss2w,Washington & Jefferson College,deferred
jreadbl,Mercer University,denied
gavesq8,Illinois College,pending
jbaggedq,Illinois College,accepted
pwathankb,St Bonaventure University,withdrawn
rheake53,Mercer University,waitlisted
tjeaffresonmc,DePauw University,accepted
wstannasmz,Providence College,pending
rheake53,Salve Regina University,pending
pvanderbaaren4b,Colgate University,denied
diczokvitzdy,Gettysburg College,denied
ccrucesfs,Mississippi State University,withdrawn
btarpeyqu,"California State University, East Bay",deferred
mslixbyl5,Florida Gulf Coast University,accepted
onorval96,John Carroll University,waitlisted
jdavleygi,Salve Regina University,deferred
ageipel17,University of Illinois at Chicago,pending
bgrayerjj,"University of Nevada, Las Vegas",denied
tfantiniay,DePaul University,waitlisted
aputtrelldw,University of Kentucky,accepted
mkrebso2,Mount Holyoke College,denied
bjanssonn1,Westmont College,waitlisted
cbaalhamj2,"University of Nevada, Las Vegas",denied
febblesk4,"California State University, Fresno",deferred
cbeggini59,DePaul University,waitlisted
ccolefordrn,Temple University,deferred
jrotham7b,Manhattan College,denied
naldiecr,Westmont College,accepted
fpllucc,University of Montana,withdrawn
iosbornep,Illinois College,accepted
ttanseyd,University of Montana,denied
lovittspc,Rider University,deferred
sstatter7k,Clarkson University,withdrawn
hwoodwingp5,Westmont College,accepted
erudderhamn3,William Jewell College,pending
atilne1q,Florida Gulf Coast University,denied
gkeggins9g,University of San Diego,denied
jwitterl8,Stony Brook University,withdrawn
kvarnalsl4,Roger Williams University,waitlisted
dbloxamqp,Manhattan College,denied
ogillamoa,Kennesaw State University,waitlisted
awaddamsl7,DePauw University,waitlisted
bzimmeri4,Manhattan College,accepted
nmeir8a,University of Alabama at Birmingham,withdrawn
agurtonqm,Reed College,deferred
dtunnacliffenc,"California State University, Fresno",accepted
cblackborough29,North Park University,waitlisted
gfishburnjf,Idaho State University,deferred
lsutherelt,Siena College,pending
esmietonlz,Gannon University,withdrawn
tmeadwayd8,Williams College,deferred
agoldup9r,Mississippi State University,waitlisted
slapsley2a,Providence College,denied
ctynewellmt,"University of Nevada, Reno",denied
dboulsherc2,Nova Southeastern University,denied
dvockings4d,American University,accepted
mcellone7g,University of Richmond,denied
bfettiplacekl,Berry College,accepted
mlorneff,Utah State University,denied
apaskinsro,Colgate University,accepted
ttanslie7s,Princeton University,withdrawn
acarpenter8n,University of Houston,accepted
ahuriche4v,Eastern Washington University,waitlisted
vrolin71,New Jersey Institute of Technology,waitlisted
dfollet51,Lawrence Technological University,withdrawn
ahamflett9u,Massachusetts Institute of Technology,withdrawn
jkoeppke6g,"California State University, Monterey Bay",waitlisted
ecooneyhx,Gettysburg College,accepted
eivanikov2q,Washington & Jefferson College,waitlisted
gcorbin8t,New Jersey Institute of Technology,pending
rpoldingeh,University of Richmond,withdrawn
nraglesa2,Williams College,deferred
acutressix,University of Richmond,accepted
awaddamsl7,Siena College,waitlisted
ebirks89,Drexel University,accepted
etilfordik,Colgate University,pending
gjentinjy,Smith College,denied
priep19,Reed College,pending
dboulsherc2,Colgate University,waitlisted
rannellct,Saint Louis University,deferred
gmatevosianqy,"California State University, Monterey Bay",denied
kharlockmp,Hendrix College,waitlisted
hfavelleoq,Gannon University,waitlisted
cbrigdalegt,Eastern Illinois University,denied
acarnowm6,University of Arizona,withdrawn
lfilipponeaz,Roger Williams University,waitlisted
mroffey78,Barnard College,deferred
rbrydonj6,SUNY College of Environmental Science and Forestry,withdrawn
pagiolfingerhp,Drake University,withdrawn
rdodsworthdr,William Jewell College,accepted
cfennelowb,John Carroll University,pending
sneediu,University of Maine,pending
pcochhf,University of Montana,pending
tfeltennp,University of Hartford,pending
dfrancesch2s,The College of Wooster,waitlisted
cmunceybb,American University,waitlisted
rcroney20,Colgate University,waitlisted
mdoiley1m,American University,waitlisted
rhamlyg9,Siena College,withdrawn
emaccookk0,University of Montana,waitlisted
rdriverj0,University of Hartford,withdrawn
kroust1r,Rice University,deferred
nsempillml,Fordham University,deferred
adesportkm,Central Connecticut State University,denied
wbrownsallbj,Williams College,pending
rbrydonj6,San Diego State University,withdrawn
mkenricka0,Eastern Washington University,waitlisted
apaskinsro,Fordham University,accepted
mwinsper14,Colorado College,waitlisted
ncervantespv,Wagner College,withdrawn
chowcroft8d,"University of California, Davis",denied
dvockings4d,Gettysburg College,pending
cgoaksoh,"California State University, Monterey Bay",accepted
jbrixey5,Roger Williams University,accepted
gkeeltagh5q,American University,denied
rmidfordof,Centre College,deferred
graith3p,Lawrence Technological University,accepted
apicardam,Samford University,waitlisted
efarraway8x,University of Massachusetts Amherst,pending
bchesshyreer,"California State University, East Bay",waitlisted
menrigoe8,Reed College,accepted
fwestbrook5l,Reed College,waitlisted
rsheilds56,The College of St Scholastica,pending
bcanbyaq,Eastern Illinois University,pending
asotworthpe,Washington & Jefferson College,denied
edavydychev92,"California State University, East Bay",accepted
tgaroghanon,Illinois College,waitlisted
tmecchigg,Colorado College,accepted
bsamwellb7,William Jewell College,withdrawn
pgrelikaa,Drake University,accepted
jreadbl,Nova Southeastern University,accepted
bscrivener5w,"University of California, Santa Barbara",accepted
tampsrr,Gettysburg College,deferred
glazenby5c,Idaho State University,deferred
rloftinf1,"California State University, Fresno",deferred
wmetzing42,New Jersey Institute of Technology,pending
mdoiley1m,Campbell University,withdrawn
cneligank5,University of Arizona,withdrawn
rmincini5a,University of Massachusetts Amherst,accepted
msudlow55,DePauw University,denied
rfarryanl6,San Diego State University,deferred
bdesimoniba,Merrimack College,waitlisted
agillesonm1,Texas Christian University,deferred
beplategj,Berry College,waitlisted
dhindenbergerq,University of Utah,withdrawn
eclynmanov,University of Illinois at Chicago,accepted
lsearlhj,Colorado College,pending
bsamwellb7,Central Connecticut State University,denied
jdavleygi,Eastern Illinois University,pending
wbosketfh,University of Montana,denied
dgoringj8,Kalamazoo College,deferred
dgardinerng,Kennesaw State University,withdrawn
ageffcock2t,University of San Diego,waitlisted
agrzeszczykfw,Barnard College,accepted
kpenhallcx,San Diego State University,accepted
kfilippazzo8c,University of Delaware,deferred
dboulsherc2,Manhattan College,accepted
bnesterovil,University of Arizona,withdrawn
wbierton1t,Drexel University,pending
mgrebnerpp,Nova Southeastern University,pending
bpritchittme,Texas Christian University,withdrawn
cjouannotla,"University of California, Santa Barbara",pending
imarquotfp,University of Massachusetts Amherst,accepted
alauder45,Stony Brook University,accepted
dduffreekr,University of Delaware,accepted
rtoffanellini,Williams College,deferred
ksimonettoaw,The College of Wooster,denied
jlurnerj5,Hendrix College,accepted
bcanbyaq,Gordon College,deferred
cplastown2,Texas Christian University,withdrawn
tgaroghanon,University of Arkansas,withdrawn
hfayerbrotherrg,Central Connecticut State University,waitlisted
dgladdis3w,Rider University,denied
